Mat_MatCode,SP_TestPlan,PLAN.ACTIVE,ITEM_DESCRIPTION,Test_Lab,Res_TestCode,Res_TestName,Analyte.C,Numeric_Result,Res_Units,Rounding_Rule,Low_Release_Limit,High_Release_Limit,METHOD,METHOD.C,DISPLAY_AS,Facility Name,FACILITY_DESCRIPTION,SAMPLE_PLAN
5AU25206,Box_NY_0.018SBS_100_101.6-44.45-101.6,5AU25206\Box_NY_0.018SBS_100_101.6-44.45-101.6,L'Oreal Paris Sublime Bronze Self Tan Twlt,NY-Analytical,772,Box Inspection,Length,102,mm,"FDA,1",100.8,102.4,Box Inspection,Box Inspection,5AU25206 - L'Oreal Paris Sublime Bronze Self Tan Twlt,NY ,RAW MATERIAL - NY                                 ,RM_BOX
3OP081,"Applicator_NY_Rolls Flat Spunlaced Nonwoven-55gsm-30""","3OP081\Applicator_NY_Rolls Flat Spunlaced Nonwoven-55gsm-30""",Rolls Flat Spunlaced Nonwoven - 55 GSM,NY-Analytical,758,Tensile Strength,Elongation % Wet CD,103.07,%,"FDA,0",80,130,TM 103,TM103,3OP081 - Rolls Flat Spunlaced Nonwoven - 55 GSM,NY ,RAW MATERIAL - NY                                 ,RM_APPLICATOR
7G4OP601,MASTER - Microbiology - J&J Chemical Testing),7G4OP601\MASTER - Microbiology - J&J Chemical Testing),Dermol ISP,NY-Analytical,810,Saponification Value,Saponification Value,108.1,mg KOH/g,"FDA,1",100,115,J&J TMWW78016,J&J,7G4OP601 - Dermol ISP,NY ,RAW MATERIAL - NY                                 ,RM_CHEMICAL
7G4OP601,MASTER - Microbiology - J&J Chemical Testing),7G4OP601\MASTER - Microbiology - J&J Chemical Testing),Dermol ISP,NY-Analytical,810,Saponification Value,Saponification Value Final,108.1,mg KOH/g,"FDA,1",100,115,J&J TMWW78016,J&J,7G4OP601 - Dermol ISP,NY ,RAW MATERIAL - NY                                 ,RM_CHEMICAL
3OA347,"Applicator_NY_Nonwoven Rolls Dispersable Unembossed- 6"" width - 65 gsm","3OA347\Applicator_NY_Nonwoven Rolls Dispersable Unembossed- 6"" width - 65 gsm","Nonwoven Rolls Dispersible Unembossed - 6"" Width-65 GSM",NY-Analytical,884,Applicator_Inspection,AQL Sample Size,125,,"FDA,0",,,See Analyte for Method #,See_Analyte_for_Method,"3OA347 - Nonwoven Rolls Dispersible Unembossed - 6"" Width-65 GSM",NY ,RAW MATERIAL - NY                                 ,RM_APPLICATOR
3OB108,REDUCED TESTING_NY_3OB108,3OB108\REDUCED TESTING_NY_3OB108,"Applicator Textured Thermal Bond - 55.8 GSM - 25 ½""",NY-Analytical,884,Applicator_Inspection,AQL Sample Size,125,,"FDA,0",,,See Analyte for Method #,See_Analyte_for_Method,"3OB108 - Applicator Textured Thermal Bond - 55.8 GSM - 25 ½""",NY ,RAW MATERIAL - NY                                 ,RM_APPLICATOR
3OD438,Applicator_NY_35 gsm Unembossed Nonwoven,3OD438\Applicator_NY_35 gsm Unembossed Nonwoven,Unembossed Nonwoven 35 GSM,NY-Analytical,884,Applicator_Inspection,AQL Sample Size,125,,"FDA,0",,,See Analyte for Method #,See_Analyte_for_Method,3OD438 - Unembossed Nonwoven 35 GSM,NY ,RAW MATERIAL - NY                                 ,RM_APPLICATOR
3OP065,Applicator_NY_Rolls spunlaced Nonwoven Diamond - 60gsm,3OP065\Applicator_NY_Rolls spunlaced Nonwoven Diamond - 60gsm,Rolls Spunlaced Nonwoven Diamond - 60 GSM,NY-Analytical,884,Applicator_Inspection,AQL Sample Size,125,,"FDA,0",,,See Analyte for Method #,See_Analyte_for_Method,3OP065 - Rolls Spunlaced Nonwoven Diamond - 60 GSM,NY ,RAW MATERIAL - NY                                 ,RM_APPLICATOR
5AP07530,Box_NY_0.020BC_110_6.375-3.4375-4.75,5AP07530\Box_NY_0.020BC_110_6.375-3.4375-4.75,L'Oreal Revitalift Makeup Removing Cleans Twlts.,NY-Analytical,772,Box Inspection,AQL Sample Size,125,,"FDA,0",,,Box Inspection,Box Inspection,5AP07530 - L'Oreal Revitalift Makeup Removing Cleans Twlts.,NY ,RAW MATERIAL - NY                                 ,RM_BOX
5AP227TY,Box_NY_0.020SBS_300_4.625-5-3.625,5AP227TY\Box_NY_0.020SBS_300_4.625-5-3.625,Garnier Skin ACt. ive Tray,NY-Analytical,772,Box Inspection,AQL Sample Size,125,,"FDA,0",,,Box Inspection,Box Inspection,5AP227TY - Garnier Skin ACt. ive Tray,NY ,RAW MATERIAL - NY                                 ,RM_BOX
5AU252IN,Box_NY_0.020TBC_123_4.09375-3.625-4.3125,5AU252IN\Box_NY_0.020TBC_123_4.09375-3.625-4.3125,L'Oreal Paris Sublime Bronze Self Tan Twlts,NY-Analytical,772,Box Inspection,AQL Sample Size,125,,"FDA,0",,,Box Inspection,Box Inspection,5AU252IN - L'Oreal Paris Sublime Bronze Self Tan Twlts,NY ,RAW MATERIAL - NY                                 ,RM_BOX
5BU37230,Box_NY_0.018SBS_101_3.8125-3.375-2.9375,5BU37230\Box_NY_0.018SBS_101_3.8125-3.375-2.9375,Harmon Smart Values Flushable Cleans Cloth.,NY-Analytical,772,Box Inspection,AQL Sample Size,125,,,,,Box Inspection,Box Inspection,5BU37230 - Harmon Smart Values Flushable Cleans Cloth.,NY ,RAW MATERIAL - NY                                 ,RM_BOX
5CB19600,Box_NY_0.018SBS_100_5.125-2.25-2.09375,5CB19600\Box_NY_0.018SBS_100_5.125-2.25-2.09375,Prevantics Device Swab 100Ct.  Box,NY-Analytical,772,Box Inspection,AQL Sample Size,125,,"FDA,0",,,Box Inspection,Box Inspection,5CB19600 - Prevantics Device Swab 100Ct.  Box,NY ,RAW MATERIAL - NY                                 ,RM_BOX
5CD35185,Box_NY_0.016UCSBS_100_6.5-2.3125-6.0625,5CD35185\Box_NY_0.016UCSBS_100_6.5-2.3125-6.0625,PDI Hygea BZK Antiseptic Towelette,NY-Analytical,772,Box Inspection,AQL Sample Size,125,,"FDA,0",,,Box Inspection,Box Inspection,5CD35185 - PDI Hygea BZK Antiseptic Towelette,NY ,RAW MATERIAL - NY                                 ,RM_BOX
5HB59800,Box_NY_0.0018LDPE_407_12-5.5-5-4,5HB59800\Box_NY_0.0018LDPE_407_12-5.5-5-4,PDI EleCt. rode Prep Pad,NY-Analytical,772,Box Inspection,AQL Sample Size,125,,"FDA,0",,,Box Inspection,Box Inspection,5HB59800 - PDI EleCt. rode Prep Pad,NY ,RAW MATERIAL - NY                                 ,RM_BOX
5NB40600,Box_NY_0.016UCSBS_100_5.125-2.25-2.09375,5NB40600\Box_NY_0.016UCSBS_100_5.125-2.25-2.09375,Povidone-Iodine Prep Med,NY-Analytical,772,Box Inspection,AQL Sample Size,125,,"FDA,0",,,Box Inspection,Box Inspection,5NB40600 - Povidone-Iodine Prep Med,NY ,RAW MATERIAL - NY                                 ,RM_BOX
6AA76930,SHIP_NY_44K_100_9-9-4.75,6AA76930\SHIP_NY_44K_100_9-9-4.75,Baby Dove Wipes Rich Moisture Shipper,NY-Analytical,731,Shipper Inspection,AQL Sample Size,125,,"FDA,0",,,TM 141 / Visual,TM141,6AA76930 - Baby Dove Wipes Rich Moisture Shipper,NY ,RAW MATERIAL - NY                                 ,RM_SHIPPER
6AJ19025,SHIP_NY_32K_100_12-7.25-6.75,6AJ19025\SHIP_NY_32K_100_12-7.25-6.75,Cetaphil - Asia 25Ct.  Shipper,NY-Analytical,731,Shipper Inspection,AQL Sample Size,125,,"FDA,0",,,TM 141 / Visual,TM141,6AJ19025 - Cetaphil - Asia 25Ct.  Shipper,NY ,RAW MATERIAL - NY                                 ,RM_SHIPPER
6AM30472,SHIP_NY_44K_100_15.5-9-12,6AM30472\SHIP_NY_44K_100_15.5-9-12,Sani Professional No-Rinse Sanitizing Multi-Surface Wipes,NY-Analytical,731,Shipper Inspection,AQL Sample Size,125,,"FDA,0",,,TM 141 / Visual,TM141,6AM30472 - Sani Professional No-Rinse Sanitizing Multi-Surface Wipes,NY ,RAW MATERIAL - NY                                 ,RM_SHIPPER
6AP06728,SHIP_NY_32K_100_7.125-7-6.0625,6AP06728\SHIP_NY_32K_100_7.125-7-6.0625,Pond's Original Fresh 28Ct.  Shipper - Canada,NY-Analytical,731,Shipper Inspection,AQL Sample Size,125,,"FDA,0",,,TM 141 / Visual,TM141,6AP06728 - Pond's Original Fresh 28Ct.  Shipper - Canada,NY ,RAW MATERIAL - NY                                 ,RM_SHIPPER
6AP09215,SHIP_NY_32K_100_13.4375-9.25-5.75,6AP09215\SHIP_NY_32K_100_13.4375-9.25-5.75,Pond's Original Fresh 15Ct.  Shipper,NY-Analytical,731,Shipper Inspection,AQL Sample Size,125,,"FDA,0",,,TM 141 / Visual,TM141,6AP09215 - Pond's Original Fresh 15Ct.  Shipper,NY ,RAW MATERIAL - NY                                 ,RM_SHIPPER
6AP09384,SHIP_NY_32K_100_8.5-5.75-3.6875,6AP09384\SHIP_NY_32K_100_8.5-5.75-3.6875,Noxzema Anti-Blemish Pads 90Ct.  Shipper,NY-Analytical,731,Shipper Inspection,AQL Sample Size,125,,"FDA,0",,,TM 141 / Visual,TM141,6AP09384 - Noxzema Anti-Blemish Pads 90Ct.  Shipper,NY ,RAW MATERIAL - NY                                 ,RM_SHIPPER
6AU25206,SHIP_NY_32K_100_11.25-8.4375-4.5625,6AU25206\SHIP_NY_32K_100_11.25-8.4375-4.5625,L'Oreal Paris Sublime Bronze Self Tan Twlts,NY-Analytical,731,Shipper Inspection,AQL Sample Size,125,,"FDA,0",,,TM 141 / Visual,TM141,6AU25206 - L'Oreal Paris Sublime Bronze Self Tan Twlts,NY ,RAW MATERIAL - NY                                 ,RM_SHIPPER
6DC22370,SHIP_NY_32K_100_11.125-6.375-10.375,6DC22370\SHIP_NY_32K_100_11.125-6.375-10.375,PDI Hygea Sterile Saline Wipe,NY-Analytical,731,Shipper Inspection,AQL Sample Size,125,,"FDA,0",,,TM 141 / Visual,TM141,6DC22370 - PDI Hygea Sterile Saline Wipe,NY ,RAW MATERIAL - NY                                 ,RM_SHIPPER
6DP63884,SHIP_NY_44K_100_15.375-10.5625-9.625,6DP63884\SHIP_NY_44K_100_15.375-10.5625-9.625,Sani-Cloth AF3 Shipper,NY-Analytical,731,Shipper Inspection,AQL Sample Size,125,,"FDA,0",,,TM 141 / Visual,TM141,6DP63884 - Sani-Cloth AF3 Shipper,NY ,RAW MATERIAL - NY                                 ,RM_SHIPPER
6OU31450,SHIP_NY_44K_100_18.5-13.5-6.125,6OU31450\SHIP_NY_44K_100_18.5-13.5-6.125,Prep H Totables 50Ct.  Display,NY-Analytical,731,Shipper Inspection,AQL Sample Size,125,,"FDA,0",,,TM 141 / Visual,TM141,6OU31450 - Preparation H Totables 50Ct.  Display,NY ,RAW MATERIAL - NY                                 ,RM_SHIPPER
6OU351LP,SHIP_NY_32K_NA_19.500X11.750,6OU351LP\SHIP_NY_32K_NA_19.500X11.750,Drm4 Layer Pad 1440Ct.  ,NY-Analytical,731,Shipper Inspection,AQL Sample Size,125,,"FDA,0",,,TM 141 / Visual,TM141,6OU351LP - Drm4 Layer Pad 1440Ct.  ,NY ,RAW MATERIAL - NY                                 ,RM_SHIPPER
6OU351TY,SHIP_NY_32K_201_19.0625-2.8125-3.500,6OU351TY\SHIP_NY_32K_201_19.0625-2.8125-3.500,Drm4 Tray 120Ct. ,NY-Analytical,731,Shipper Inspection,AQL Sample Size,125,,"FDA,0",,,TM 141 / Visual,TM141,6OU351TY - Drm4 Tray 120Ct. ,NY ,RAW MATERIAL - NY                                 ,RM_SHIPPER
6OU62620,SHIP_NY_32K_100_15-9.5-8,6OU62620\SHIP_NY_32K_100_15-9.5-8,Prep H Rapid Relief Totables W/Lidocaine,NY-Analytical,731,Shipper Inspection,AQL Sample Size,125,,"FDA,0",,,TM 141 / Visual,TM141,6OU62620 - Preparation H Rapid Relief Totables W/Lidocaine,NY ,RAW MATERIAL - NY                                 ,RM_SHIPPER
6OX46500,SHIP_NY_32K_100_23.688-15.688-7.500,6OX46500\SHIP_NY_32K_100_23.688-15.688-7.500,"Shipper - ProjeCt.  X (5.1 Ml, 10.5 Ml & 26 Ml)",NY-Analytical,731,Shipper Inspection,AQL Sample Size,125,,"FDA,0",,,TM 141 / Visual,TM141,"6OX46500 - Shipper - ProjeCt.  X (5.1 Ml, 10.5 Ml & 26 Ml)",NY ,RAW MATERIAL - NY                                 ,RM_SHIPPER
2OP138,Reduced Testing_NY_Can 2OP138,2OP138\Reduced Testing_NY_Can 2OP138,Large Ribbed Straight Walled Canister,NY-Analytical,1052,Top Load Compression Strength,"Top load Compression Strength (0.5""/mSR,0.450""TD)",150.3,lb,"FDA,0",84,,NPTM 1019,TM1019,2OP138 - Large Ribbed Straight Walled Canister,NY ,RAW MATERIAL - NY                                 ,RM_CANNISTER
2AP113,Web_NP8542_11.0,2AP113\Web_NP8542_11.0,Garnier Skin ACt. ive Clean Refreshing Remover Cleans Twlts,NY-Analytical,762,Seal Strength,Seal Strength (@130°C/1bar/0.5sec dwell),180.6,g/mm,"FDA,0",25,,TM 107,TM107,2AP113 - Garnier Skin ACt. ive Clean Refreshing Remover Cleans Twlts,NY ,RAW MATERIAL - NY                                 ,RM_WEB
7B4OX232,Chem_40A,7B4OX232\Chem_40A,CHE Alcohol SDa40-B 190 Proof,NY-Analytical,936,Apparent proof,Apparent proof,189.7,,"FDA,1",189.7,190.2,STM 101,STM101,7B4OX232 - CHE Alcohol SDa40-B 190 Proof,NY ,RAW MATERIAL - NY                                 ,RM_CHEMICAL
2AJ143SLI,Lid_NY_NP7600_01C,2AJ143SLI\Lid_NY_NP7600_01C,Hygea Premium Multi Purpose - Ny,IN-Analytical,765,Canister & Lid Inspection,AQL Sample Size,200,,,0,,TM 143 / Visual,TM143,2AJ143SLI - Hygea Premium Multi Purpose - Ny,NY ,RAW MATERIAL - NY                                 ,RM_LID
2AP087,Web_NP8550_12.205,2AP087\Web_NP8550_12.205,Cetaphil Gentle Makeup Removing Wipes,NY-Analytical,885,Web Inspection,AQL Sample Size,200,,"FDA,0",0,,TM101/TM107/TM132/Measure,TM101_TM107_TM132,2AP087 - Cetaphil Gentle Makeup Removing Wipes,NY ,RAW MATERIAL - NY                                 ,RM_WEB
3BB406,REDUCED TESTING_NY_3BB406,3BB406\REDUCED TESTING_NY_3BB406,Applicator Textured Thermal Bond – 52.6 GSM,NY-Analytical,884,Applicator_Inspection,AQL Sample Size,200,,"FDA,0",,,See Analyte for Method #,See_Analyte_for_Method,3BB406 - Applicator Textured Thermal Bond – 52.6 GSM,NY ,RAW MATERIAL - NY                                 ,RM_APPLICATOR
3OA426,Applicator_NY_Rolls Spunlaced Nonwoven – 8” – 52 gsm,3OA426\Applicator_NY_Rolls Spunlaced Nonwoven – 8” – 52 gsm,Rolls Spunlaced Nonwoven – 8” – 52 GSM,NY-Analytical,884,Applicator_Inspection,AQL Sample Size,200,,"FDA,0",,,See Analyte for Method #,See_Analyte_for_Method,3OA426 - Rolls Spunlaced Nonwoven – 8” – 52 GSM,NY ,RAW MATERIAL - NY                                 ,RM_APPLICATOR
3OD186,"Applicator_NY_Paper Crepe 23 lb., 7 3/4""","3OD186\Applicator_NY_Paper Crepe 23 lb., 7 3/4""","Paper Crepe 23 Lb., 7 3/4""",NY-Analytical,884,Applicator_Inspection,AQL Sample Size,200,,"FDA,0",,,See Analyte for Method #,See_Analyte_for_Method,"3OD186 - Paper Crepe 23 Lb., 7 3/4""",NY ,RAW MATERIAL - NY                                 ,RM_APPLICATOR
3OH581,Applicator_NY_Spunlaced Nonwoven 50 gsm 100% Polyester – 7”,3OH581\Applicator_NY_Spunlaced Nonwoven 50 gsm 100% Polyester – 7”,Spunlaced Nonwoven 50 GSM 100% Polyester – 7”,NY-Analytical,884,Applicator_Inspection,AQL Sample Size,200,,"FDA,0",,,See Analyte for Method #,See_Analyte_for_Method,3OH581 - Spunlaced Nonwoven 50 GSM 100% Polyester – 7”,NY ,RAW MATERIAL - NY                                 ,RM_APPLICATOR
5AH45016,Box_NY_0.018SBS_101_3.875-2-3.5,5AH45016\Box_NY_0.018SBS_101_3.875-2-3.5,CVS Health Cleansing Cloths 16Ct.  Box,NY-Analytical,772,Box Inspection,AQL Sample Size,200,,,,,Box Inspection,Box Inspection,5AH45016 - CVS Health Cleansing Cloths 16Ct.  Box,NY ,RAW MATERIAL - NY                                 ,RM_BOX
5AU25206,Box_NY_0.018SBS_100_101.6-44.45-101.6,5AU25206\Box_NY_0.018SBS_100_101.6-44.45-101.6,L'Oreal Paris Sublime Bronze Self Tan Twlt,NY-Analytical,772,Box Inspection,AQL Sample Size,200,,"FDA,0",,,Box Inspection,Box Inspection,5AU25206 - L'Oreal Paris Sublime Bronze Self Tan Twlt,NY ,RAW MATERIAL - NY                                 ,RM_BOX
5AU57314,Box_NY_0.016CCSBS_100_3-2.5-4,5AU57314\Box_NY_0.016CCSBS_100_3-2.5-4,Summer's Eve Fresh Cycle Cleansing Cloths,NY-Analytical,772,Box Inspection,AQL Sample Size,200,,"FDA,0",,,Box Inspection,Box Inspection,5AU57314 - Summer's Eve Fresh Cycle Cleansing Cloths,NY ,RAW MATERIAL - NY                                 ,RM_BOX
6AA709S48,SHIP_NY_40K_100_15-11-6.125,6AA709S48\SHIP_NY_40K_100_15-11-6.125,Prep H For Women Shipper,NY-Analytical,731,Shipper Inspection,AQL Sample Size,200,,"FDA,0",,,TM 141 / Visual,TM141,6AA709S48 - Preparation H For Women Shipper,NY ,RAW MATERIAL - NY                                 ,RM_SHIPPER
7A4OQ229,Chem_NY_Witch Hazel,7A4OQ229\Chem_NY_Witch Hazel,"Trisodium Citrate Dihydrate, USP",NY-Analytical,797,Nonvolatile Residue,Start Weight,240.3107,g,"FDA,0",,,USP,USP,"7A4OQ229 - Trisodium Citrate Dihydrate, USP",NY ,RAW MATERIAL - NY                                 ,RM_CHEMICAL
7A4OQ229,Chem_NY_Witch Hazel,7A4OQ229\Chem_NY_Witch Hazel,"Trisodium Citrate Dihydrate, USP",NY-Analytical,797,Nonvolatile Residue,End Weight,240.3127,g,"FDA,0",,,USP,USP,"7A4OQ229 - Trisodium Citrate Dihydrate, USP",NY ,RAW MATERIAL - NY                                 ,RM_CHEMICAL
2OP037,Web_NP8511_245,2OP037\Web_NP8511_245,Simple Kind To Skin Facial Cleansing Wipes 7Ct.  US,NY-Analytical,761,Web Measurement,Web Width,245,mm,"FDA,0",243,247,Measurement,Measurement,2OP037 - Simple Kind To Skin Facial Cleansing Wipes 7Ct.  US,NY ,RAW MATERIAL - NY                                 ,RM_WEB
2AA347,Web_NP8550_10.25,2AA347\Web_NP8550_10.25,Summer's Eve Fresh Cycle Cleans. Cloths,NY-Analytical,885,Web Inspection,AQL Sample Size,315,,"FDA,0",0,,TM101/TM107/TM132/Measure,TM101_TM107_TM132,2AA347 - Summer's Eve Fresh Cycle Cleans. Cloths,NY ,RAW MATERIAL - NY                                 ,RM_WEB
3OD438,REDUCED TESTING_NY_3OD438,3OD438\REDUCED TESTING_NY_3OD438,Unembossed Nonwoven 35 GSM,NY-Analytical,884,Applicator_Inspection,AQL Sample Size,315,,"FDA,0",,,See Analyte for Method #,See_Analyte_for_Method,3OD438 - Unembossed Nonwoven 35 GSM,NY ,RAW MATERIAL - NY                                 ,RM_APPLICATOR
3OH143,Applicator_NY_Embossed Spunlaced Nonwoven 45 gsm – 7”,3OH143\Applicator_NY_Embossed Spunlaced Nonwoven 45 gsm – 7”,Embossed Spunlaced Nonwoven 45 GSM – 7”,NY-Analytical,884,Applicator_Inspection,AQL Sample Size,315,,"FDA,0",,,See Analyte for Method #,See_Analyte_for_Method,3OH143 - Embossed Spunlaced Nonwoven 45 GSM – 7”,NY ,RAW MATERIAL - NY                                 ,RM_APPLICATOR
3OM304,"Applicator_NY_Spunlaced Nonwoven 50 gsm 100% Polyester-9""","3OM304\Applicator_NY_Spunlaced Nonwoven 50 gsm 100% Polyester-9""","Spunlaced Nonwoven 50 GSM 100% Polyester - 9""",NY-Analytical,884,Applicator_Inspection,AQL Sample Size,315,,"FDA,0",,,See Analyte for Method #,See_Analyte_for_Method,"3OM304 - Spunlaced Nonwoven 50 GSM 100% Polyester - 9""",NY ,RAW MATERIAL - NY                                 ,RM_APPLICATOR
3OP920,"Applicator_NY_SMS Nonwovens Honeycomb Embossed- 35 gsm - 37.5""","3OP920\Applicator_NY_SMS Nonwovens Honeycomb Embossed- 35 gsm - 37.5""",Sms Nonwovens Honeycomb Embossed- 35 GSM - 953 Mm,NY-Analytical,884,Applicator_Inspection,AQL Sample Size,315,,"FDA,0",,,See Analyte for Method #,See_Analyte_for_Method,3OP920 - Sms Nonwovens Honeycomb Embossed- 35 GSM - 953 Mm,NY ,RAW MATERIAL - NY                                 ,RM_APPLICATOR
3OQ850N,"Applicator_NY_Thermal Bonded Nonwoven-37 1/2""","3OQ850N\Applicator_NY_Thermal Bonded Nonwoven-37 1/2""","Applicator Thermal Bonded Nonwoven-37 1/2""",NY-Analytical,884,Applicator_Inspection,AQL Sample Size,315,,"FDA,0",,,See Analyte for Method #,See_Analyte_for_Method,"3OQ850N - Applicator Thermal Bonded Nonwoven-37 1/2""",NY ,RAW MATERIAL - NY                                 ,RM_APPLICATOR
3OS428,REDUCED TESTING_NY_3OS428,3OS428\REDUCED TESTING_NY_3OS428,Swabstick,NY-Analytical,760,Swab Measurements,AQL Sample Size,315,in,,,,TM 109,TM109,3OS428 - Swabstick,NY ,RAW MATERIAL - NY                                 ,RM_SWAB
5AA347BT,Box_NY_0.020SBS_300_3.375-1.313-2.625,5AA347BT\Box_NY_0.020SBS_300_3.375-1.313-2.625,Summer's Eve Fresh Cycle Cleansing Cloths,NY-Analytical,772,Box Inspection,AQL Sample Size,315,,"FDA,0",,,Box Inspection,Box Inspection,5AA347BT - Summer's Eve Fresh Cycle Cleansing Cloths,NY ,RAW MATERIAL - NY                                 ,RM_BOX
5OP092BT,Box_NY_0.016SBSC1S_300_3.18-1.4375-2.6875,5OP092BT\Box_NY_0.016SBSC1S_300_3.18-1.4375-2.6875,Pond's Original Fresh 15Ct.  Twlts.,NY-Analytical,772,Box Inspection,AQL Sample Size,315,,"FDA,0",,,Box Inspection,Box Inspection,5OP092BT - Pond's Original Fresh 15Ct.  Twlts.,NY ,RAW MATERIAL - NY                                 ,RM_BOX
2OP063,Web_NP8511_320,2OP063\Web_NP8511_320,Simple Kind To Skin Facial Cleansing Wipes 25Ct.   Canada,NY-Analytical,761,Web Measurement,Web Width,320,mm,"FDA,0",318,322,Measurement,Measurement,2OP063 - Simple Kind To Skin Facial Cleansing Wipes 25Ct.   Canada,NY ,RAW MATERIAL - NY                                 ,RM_WEB
3OA592,"Applicator_NY_Nonwoven Rolls Dispersible Unembossed - 6"" - 70gsm","3OA592\Applicator_NY_Nonwoven Rolls Dispersible Unembossed - 6"" - 70gsm","Nonwoven Rolls Dispersible Unembossed - 6"" Width - 70 GSM",NY-Analytical,758,Tensile Strength,Wet CD ,387.69,g/in,"FDA,0",300,500,TM 103,TM103,"3OA592 - Nonwoven Rolls Dispersible Unembossed - 6"" Width - 70 GSM",NY ,RAW MATERIAL - NY                                 ,RM_APPLICATOR
7B4OP209,MASTER - Microbiology - J&J Chemical Testing),7B4OP209\MASTER - Microbiology - J&J Chemical Testing),Tinogard Hs,NY-Analytical,808,Absorption,Absorption (1%/1cm),404.16,,"FDA,1",401.8,,J&J TM-002747,J&J,7B4OP209 - Tinogard Hs,NY ,RAW MATERIAL - NY                                 ,RM_CHEMICAL
7A4OX231,Chem_NY_D&C Yellow 10,7A4OX231\Chem_NY_D&C Yellow 10,D&C Yellow 10 (D&C Grade),NY-Analytical,390,Identification,Spectrophotometric,410.88,λ,"FDA,0",408,416,TM 3014,TM3014,7A4OX231 - D&C Yellow 10 (D&C Grade),NY ,RAW MATERIAL - NY                                 ,RM_CHEMICAL
3OA347,"Applicator_NY_Nonwoven Rolls Dispersable Unembossed- 6"" width - 65 gsm","3OA347\Applicator_NY_Nonwoven Rolls Dispersable Unembossed- 6"" width - 65 gsm","Nonwoven Rolls Dispersible Unembossed - 6"" Width-65 GSM",NY-Analytical,884,Applicator_Inspection,Wet CD  ,416,g/in,"FDA,0",375,575,See Analyte for Method #,See_Analyte_for_Method,"3OA347 - Nonwoven Rolls Dispersible Unembossed - 6"" Width-65 GSM",NY ,RAW MATERIAL - NY                                 ,RM_APPLICATOR
3XP138,Applicator_36B,3XP138\Applicator_36B,"Hydroentangled Nonwoven 37 1/2"" With Diamond Emboss 40 GSM",NY-Analytical,757,Caliper,Caliper,419.8,um,"FDA,0",340,540,TM 102,TM102,"3XP138 - Hydroentangled Nonwoven 37 1/2"" With Diamond Emboss 40 GSM",NY ,RAW MATERIAL - NY                                 ,RM_APPLICATOR
3OH592,Applicator_36A,3OH592\Applicator_36A,Hydroentangled Nonwoven 7 7/8” With Diamond Emboss 40 GSM,NY-Analytical,757,Caliper,Caliper,424,um,"FDA,0",340,540,TM 102,TM102,3OH592 - Hydroentangled Nonwoven 7 7/8” With Diamond Emboss 40 GSM,NY ,RAW MATERIAL - NY                                 ,RM_APPLICATOR
3OA347,Microbiologu - Bioburden_Applicator_NY,3OA347\Microbiologu - Bioburden_Applicator_NY,"Nonwoven Rolls Dispersible Unembossed - 6"" Width-65 GSM",NY-Analytical,884,Applicator_Inspection,Wet CD  ,426,g/in,"FDA,0",375,575,See Analyte for Method #,See_Analyte_for_Method,"3OA347 - Nonwoven Rolls Dispersible Unembossed - 6"" Width-65 GSM",NY ,RAW MATERIAL - NY                                 ,RM_APPLICATOR
3OQ551,Applicator_15E,3OQ551\Applicator_15E,"Hydroentangled Nonwoven, 42"" 40 GSM",NY-Analytical,757,Caliper,Caliper,431.8,um,"FDA,0",340,540,TM 102,TM102,"3OQ551 - Hydroentangled Nonwoven, 42"" 40 GSM",NY ,RAW MATERIAL - NY                                 ,RM_APPLICATOR
3OA972,"Applicator_NY_40gsm Hydroentangled Nonwoven 9"" with Diamond Emboss","3OA972\Applicator_NY_40gsm Hydroentangled Nonwoven 9"" with Diamond Emboss","Hydroentangled Nonwoven 9"" With Diamond Emboss 40 GSM",NY-Analytical,757,Caliper,Caliper,437.8,micron,"FDA,0",340,540,TM 102,TM102,"3OA972 - Hydroentangled Nonwoven 9"" With Diamond Emboss 40 GSM",NY ,RAW MATERIAL - NY                                 ,RM_APPLICATOR
3OU275,Applicator_36C,3OU275\Applicator_36C,Hydroentangled Nonwoven 11 3/4” With Diamond Emboss 40 GSM,NY-Analytical,757,Caliper,Caliper,458,um,"FDA,0",340,540,TM 102,TM102,3OU275 - Hydroentangled Nonwoven 11 3/4” With Diamond Emboss 40 GSM,NY ,RAW MATERIAL - NY                                 ,RM_APPLICATOR
2EU351,Web_NP5211_7.0,2EU351\Web_NP5211_7.0,Qbrexza Web 1Ct. ,NY-Analytical,999,Eyespot Repeat,Eye spot repeat over 7 impressions,488,mm,"FDA,0",488,490,TM 208,TM208,2EU351 - Qbrexza Web 1Ct. ,NY ,RAW MATERIAL - NY                                 ,RM_WEB
3OA347,"Applicator_NY_Nonwoven Rolls Dispersable Unembossed- 6"" width - 65 gsm","3OA347\Applicator_NY_Nonwoven Rolls Dispersable Unembossed- 6"" width - 65 gsm","Nonwoven Rolls Dispersible Unembossed - 6"" Width-65 GSM",NY-Analytical,758,Tensile Strength,Wet CD ,495,g/in,"FDA,0",375,575,TM 103,TM103,"3OA347 - Nonwoven Rolls Dispersible Unembossed - 6"" Width-65 GSM",NY ,RAW MATERIAL - NY                                 ,RM_APPLICATOR
