Mat_MatCode,SP_TestPlan,Test_Lab,Analyte,Component,Numeric_Result,Res_Units,Rounding_Rule,Low_Release_Limit,High_Release_Limit,METHOD
6OP34524,SHIP_44_2G,NY-Analytical,Shipper Inspection,Certification Stamp (ECT),,Lbs./In.,"FDA,0",44,,TM141
6OP34524,SHIP_44_2G,NY-Analytical,Shipper Inspection,General Inspection,Accept (Done),,,,,TM208
6OP34524,SHIP_44_2G,NY-Analytical,Shipper Inspection,Artwork / Copy,Go - Meets Specifications (Done),,,,,TM208
6OP34524,SHIP_44_2G,NY-Analytical,Shipper Inspection,Liner Board Color,Kraft (Done),,,,,TM208
6OP34524,SHIP_44_2G,NY-Analytical,Shipper Inspection,Shipper Style,RSC (Done),,,,,TM208
6OP75510,SHIP_NY_32K_100_15.375-11.5625-10.5625,NY-Analytical,Shipper Inspection,Height,,in,"FDA,4",10.375,10.75,TM141
6OP75510,SHIP_NY_32K_100_15.375-11.5625-10.5625,NY-Analytical,Shipper Inspection,Width,,in,"FDA,4",11.375,11.75,TM141
6OP75510,SHIP_NY_32K_100_15.375-11.5625-10.5625,NY-Analytical,Shipper Inspection,Length,,in,"FDA,4",15.1875,15.5625,TM141
6OP75510,SHIP_NY_32K_100_15.375-11.5625-10.5625,NY-Analytical,Shipper Inspection,AQL Sample Size,,,"FDA,0",,,AQL
6OP75510,SHIP_NY_32K_100_15.375-11.5625-10.5625,NY-Analytical,Shipper Inspection,Certification Stamp (ECT),,Lbs./In.,"FDA,0",44,,TM141
6OP75510,SHIP_NY_32K_100_15.375-11.5625-10.5625,NY-Analytical,Shipper Inspection,General Inspection,Accept (Done),,,,,TM208
6OP75510,SHIP_NY_32K_100_15.375-11.5625-10.5625,NY-Analytical,Shipper Inspection,Artwork / Copy,Go - Meets Specifications (Done),,,,,TM208
6OP75510,SHIP_NY_32K_100_15.375-11.5625-10.5625,NY-Analytical,Shipper Inspection,Liner Board Color,Kraft (Done),,,,,TM208
6OP75510,SHIP_NY_32K_100_15.375-11.5625-10.5625,NY-Analytical,Shipper Inspection,Shipper Style,RSC (Done),,,,,TM208
6OQ22272,SHIP_NY_44K_100_15.188-10.188-15.188,NY-Analytical,Shipper Inspection,Width,,in,"FDA,4",10.0005,10.3755,TM141
6OQ22272,SHIP_NY_44K_100_15.188-10.188-15.188,NY-Analytical,Shipper Inspection,Height,,in,"FDA,4",15.0005,15.3755,TM141
6OQ22272,SHIP_NY_44K_100_15.188-10.188-15.188,NY-Analytical,Shipper Inspection,Length,,in,"FDA,4",15.0005,15.3755,TM141
6OQ22272,SHIP_NY_44K_100_15.188-10.188-15.188,NY-Analytical,Shipper Inspection,Certification Stamp (ECT),,Lbs./In.,"FDA,0",44,,TM141
6OQ22272,SHIP_NY_44K_100_15.188-10.188-15.188,NY-Analytical,Shipper Inspection,General Inspection,Accept (Done),,,,,TM208
6OQ22272,SHIP_NY_44K_100_15.188-10.188-15.188,NY-Analytical,Shipper Inspection,Artwork / Copy,Go - Meets Specifications (Done),,,,,TM208
6OQ22272,SHIP_NY_44K_100_15.188-10.188-15.188,NY-Analytical,Shipper Inspection,Liner Board Color,Kraft (Done),,,,,TM208
6OQ22272,SHIP_NY_44K_100_15.188-10.188-15.188,NY-Analytical,Shipper Inspection,Shipper Style,RSC (Done),,,,,TM208
6OS12350,SHIP_NY_32K_100_11.625-6.5-5.938,NY-Analytical,Shipper Inspection,Height,,in,"FDA,4",5.7505,6.1255,TM141
6OS12350,SHIP_NY_32K_100_11.625-6.5-5.938,NY-Analytical,Shipper Inspection,Width,,in,"FDA,4",6.3125,6.6875,TM141
6OS12350,SHIP_NY_32K_100_11.625-6.5-5.938,NY-Analytical,Shipper Inspection,Length,,in,"FDA,4",11.4375,11.8125,TM141
6OS12350,SHIP_NY_32K_100_11.625-6.5-5.938,NY-Analytical,Shipper Inspection,Certification Stamp (ECT),,Lbs./In.,"FDA,0",32,,TM141
6OS12350,SHIP_NY_32K_100_11.625-6.5-5.938,NY-Analytical,Shipper Inspection,AQL Sample Size,,,"FDA,0",,,AQL
6OS12350,SHIP_NY_32K_100_11.625-6.5-5.938,NY-Analytical,Shipper Inspection,General Inspection,Accept (Done),,,,,TM208
6OS12350,SHIP_NY_32K_100_11.625-6.5-5.938,NY-Analytical,Shipper Inspection,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
6OS12350,SHIP_NY_32K_100_11.625-6.5-5.938,NY-Analytical,Shipper Inspection,Artwork / Copy,Go - Meets Specifications (Done),,,,,TM208
6OS12350,SHIP_NY_32K_100_11.625-6.5-5.938,NY-Analytical,Shipper Inspection,Liner Board Color,Kraft (Done),,,,,TM208
6OS12350,SHIP_NY_32K_100_11.625-6.5-5.938,NY-Analytical,Shipper Inspection,Shipper Style,RSC (Done),,,,,TM208
6OS42850,SHIP_44_2N,NY-Analytical,Shipper Inspection,Height,,in,"FDA,4",5.3125,5.6875,TM141
6OS42850,SHIP_44_2N,NY-Analytical,Shipper Inspection,Width,,in,"FDA,4",11.1875,11.5625,TM141
6OS42850,SHIP_44_2N,NY-Analytical,Shipper Inspection,Length,,in,"FDA,4",15.1875,15.5625,TM141
6OS42850,SHIP_44_2N,NY-Analytical,Shipper Inspection,Certification Stamp (ECT),,Lbs./In.,"FDA,0",44,,TM141
6OS42850,SHIP_44_2N,NY-Analytical,Shipper Inspection,General Inspection,Accept (Done),,,,,TM208
6OS42850,SHIP_44_2N,NY-Analytical,Shipper Inspection,Artwork / Copy,Go - Meets Specifications (Done),,,,,TM208
6OS42850,SHIP_44_2N,NY-Analytical,Shipper Inspection,Liner Board Color,Kraft (Done),,,,,TM208
6OS42850,SHIP_44_2N,NY-Analytical,Shipper Inspection,Shipper Style,RSC (Done),,,,,TM208
6OS45625,SHIP_NY_32K_100_6.875-6.5-5.938,NY-Analytical,Shipper Inspection,Height,,in,"FDA,4",5.7505,6.1255,TM141
6OS45625,SHIP_NY_32K_100_6.875-6.5-5.938,NY-Analytical,Shipper Inspection,Width,,in,"FDA,4",6.3125,6.6875,TM141
6OS45625,SHIP_NY_32K_100_6.875-6.5-5.938,NY-Analytical,Shipper Inspection,Length,,in,"FDA,4",6.6875,7.0625,TM141
6OS45625,SHIP_NY_32K_100_6.875-6.5-5.938,NY-Analytical,Shipper Inspection,Certification Stamp (ECT),,Lbs./In.,"FDA,0",32,,TM141
6OS45625,SHIP_NY_32K_100_6.875-6.5-5.938,NY-Analytical,Shipper Inspection,AQL Sample Size,,,"FDA,0",,,AQL
6OS45625,SHIP_NY_32K_100_6.875-6.5-5.938,NY-Analytical,Shipper Inspection,General Inspection,Accept (Done),,,,,TM208
6OS45625,SHIP_NY_32K_100_6.875-6.5-5.938,NY-Analytical,Shipper Inspection,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
6OS45625,SHIP_NY_32K_100_6.875-6.5-5.938,NY-Analytical,Shipper Inspection,Artwork / Copy,Go - Meets Specifications (Done),,,,,TM208
6OS45625,SHIP_NY_32K_100_6.875-6.5-5.938,NY-Analytical,Shipper Inspection,Liner Board Color,Kraft (Done),,,,,TM208
6OS45625,SHIP_NY_32K_100_6.875-6.5-5.938,NY-Analytical,Shipper Inspection,Shipper Style,RSC (Done),,,,,TM208
6OS46250,SHIP_29_1J,NY-Analytical,Shipper Inspection,Width,,in,"FDA,4",6.5,6.875,TM141
6OS46250,SHIP_29_1J,NY-Analytical,Shipper Inspection,Height,,in,"FDA,4",11.5625,11.9375,TM141
6OS46250,SHIP_29_1J,NY-Analytical,Shipper Inspection,Length,,in,"FDA,4",16.9375,17.3125,TM141
6OS46250,SHIP_29_1J,NY-Analytical,Shipper Inspection,Certification Stamp (ECT),,Lbs./In.,"FDA,0",29,,TM141
6OS46250,SHIP_29_1J,NY-Analytical,Shipper Inspection,General Inspection,Accept (Done),,,,,TM208
6OS46250,SHIP_29_1J,NY-Analytical,Shipper Inspection,Artwork / Copy,Go - Meets Specifications (Done),,,,,TM208
6OS46250,SHIP_29_1J,NY-Analytical,Shipper Inspection,Liner Board Color,Kraft (Done),,,,,TM208
6OS46250,SHIP_29_1J,NY-Analytical,Shipper Inspection,Shipper Style,RSC (Done),,,,,TM208
6OU12066,SHIP_40_1M,NY-Analytical,Shipper Inspection,Height,,in,"FDA,4",8.8125,9.1875,TM141
6OU12066,SHIP_40_1M,NY-Analytical,Shipper Inspection,Width,,in,"FDA,4",14.9375,15.3125,TM141
6OU12066,SHIP_40_1M,NY-Analytical,Shipper Inspection,Length,,in,"FDA,4",17.625,18,TM141
6OU12066,SHIP_40_1M,NY-Analytical,Shipper Inspection,Certification Stamp (ECT),,Lbs./In.,"FDA,0",40,,TM141
6OU12066,SHIP_40_1M,NY-Analytical,Shipper Inspection,General Inspection,Accept (Done),,,,,TM208
6OU12066,SHIP_40_1M,NY-Analytical,Shipper Inspection,Artwork / Copy,Go - Meets Specifications (Done),,,,,TM208
6OU12066,SHIP_40_1M,NY-Analytical,Shipper Inspection,Liner Board Color,Kraft (Done),,,,,TM208
6OU12066,SHIP_40_1M,NY-Analytical,Shipper Inspection,Shipper Style,RSC (Done),,,,,TM208
6OU21470,SHIP_40_1J,NY-Analytical,Shipper Inspection,Height,,in,"FDA,4",9.0625,9.4375,TM141
6OU21470,SHIP_40_1J,NY-Analytical,Shipper Inspection,Width,,in,"FDA,4",11.1875,11.5625,TM141
6OU21470,SHIP_40_1J,NY-Analytical,Shipper Inspection,Length,,in,"FDA,4",15.1875,15.5625,TM141
6OU21470,SHIP_40_1J,NY-Analytical,Shipper Inspection,Certification Stamp (ECT),,Lbs./In.,"FDA,0",40,,TM141
6OU21470,SHIP_40_1J,NY-Analytical,Shipper Inspection,General Inspection,Accept (Done),,,,,TM208
6OU21470,SHIP_40_1J,NY-Analytical,Shipper Inspection,Artwork / Copy,Go - Meets Specifications (Done),,,,,TM208
6OU21470,SHIP_40_1J,NY-Analytical,Shipper Inspection,Liner Board Color,Kraft (Done),,,,,TM208
6OU21470,SHIP_40_1J,NY-Analytical,Shipper Inspection,Shipper Style,RSC (Done),,,,,TM208
6OU31450,SHIP_NY_44K_100_18.5-13.5-6.125,NY-Analytical,Shipper Inspection,Height,,in,"FDA,4",5.9375,6.3125,TM141
6OU31450,SHIP_NY_44K_100_18.5-13.5-6.125,NY-Analytical,Shipper Inspection,Width,,in,"FDA,4",13.3125,13.6875,TM141
6OU31450,SHIP_NY_44K_100_18.5-13.5-6.125,NY-Analytical,Shipper Inspection,Length,,in,"FDA,4",18.3125,18.6875,TM141
6OU31450,SHIP_NY_44K_100_18.5-13.5-6.125,NY-Analytical,Shipper Inspection,Certification Stamp (ECT),,Lbs./In.,"FDA,0",44,,TM141
6OU31450,SHIP_NY_44K_100_18.5-13.5-6.125,NY-Analytical,Shipper Inspection,AQL Sample Size,,,"FDA,0",,,AQL
6OU31450,SHIP_NY_44K_100_18.5-13.5-6.125,NY-Analytical,Shipper Inspection,General Inspection,Accept (Done),,,,,TM208
6OU31450,SHIP_NY_44K_100_18.5-13.5-6.125,NY-Analytical,Shipper Inspection,Artwork / Copy,Go - Meets Specifications (Done),,,,,TM208
6OU31450,SHIP_NY_44K_100_18.5-13.5-6.125,NY-Analytical,Shipper Inspection,Liner Board Color,Kraft (Done),,,,,TM208
6OU31450,SHIP_NY_44K_100_18.5-13.5-6.125,NY-Analytical,Shipper Inspection,Shipper Style,RSC (Done),,,,,TM208
6OU35199,SHIP_NY_32K_100_19.75-12-11.375,NY-Analytical,Shipper Inspection,Height,,in,"FDA,4",11.25,11.5,TM141
6OU35199,SHIP_NY_32K_100_19.75-12-11.375,NY-Analytical,Shipper Inspection,Width,,in,"FDA,4",11.875,12.125,TM141
6OU35199,SHIP_NY_32K_100_19.75-12-11.375,NY-Analytical,Shipper Inspection,Length,,in,"FDA,4",19.625,19.875,TM141
6OU35199,SHIP_NY_32K_100_19.75-12-11.375,NY-Analytical,Shipper Inspection,Certification Stamp (ECT),,Lbs./In.,"FDA,0",32,,TM141
6OU35199,SHIP_NY_32K_100_19.75-12-11.375,NY-Analytical,Shipper Inspection,AQL Sample Size,,,"FDA,0",,,AQL
6OU35199,SHIP_NY_32K_100_19.75-12-11.375,NY-Analytical,Shipper Inspection,General Inspection,Accept (Done),,,,,TM208
6OU35199,SHIP_NY_32K_100_19.75-12-11.375,NY-Analytical,Shipper Inspection,Artwork / Copy,Go - Meets Specifications (Done),,,,,TM208
6OU35199,SHIP_NY_32K_100_19.75-12-11.375,NY-Analytical,Shipper Inspection,Liner Board Color,Kraft (Done),,,,,TM208
6OU35199,SHIP_NY_32K_100_19.75-12-11.375,NY-Analytical,Shipper Inspection,Shipper Style,RSC (Done),,,,,TM208
6OU351LP,SHIP_NY_32K_NA_19.500X11.750,NY-Analytical,Shipper Inspection,Width,,in,"FDA,4",11.625,11.875,TM141
6OU351LP,SHIP_NY_32K_NA_19.500X11.750,NY-Analytical,Shipper Inspection,Length,,in,"FDA,4",19.375,19.625,TM141
6OU351LP,SHIP_NY_32K_NA_19.500X11.750,NY-Analytical,Shipper Inspection,Certification Stamp (ECT),,Lbs./In.,"FDA,0",32,,TM141
6OU351LP,SHIP_NY_32K_NA_19.500X11.750,NY-Analytical,Shipper Inspection,AQL Sample Size,,,"FDA,0",,,AQL
6OU351LP,SHIP_NY_32K_NA_19.500X11.750,NY-Analytical,Shipper Inspection,General Inspection,Accept (Done),,,,,TM208
6OU351LP,SHIP_NY_32K_NA_19.500X11.750,NY-Analytical,Shipper Inspection,Artwork / Copy,Go - Meets Specifications (Done),,,,,TM208
6OU351LP,SHIP_NY_32K_NA_19.500X11.750,NY-Analytical,Shipper Inspection,Liner Board Color,Kraft (Done),,,,,TM208
6OU351LP,SHIP_NY_32K_NA_19.500X11.750,NY-Analytical,Shipper Inspection,Shipper Style,Pad,,,,,TM208
6OU351TY,SHIP_NY_32K_201_19.0625-2.8125-3.500,NY-Analytical,Shipper Inspection,Width,,in,"FDA,4",2.75,2.875,TM141
6OU351TY,SHIP_NY_32K_201_19.0625-2.8125-3.500,NY-Analytical,Shipper Inspection,Height,,in,"FDA,4",3.4375,3.5625,TM141
6OU351TY,SHIP_NY_32K_201_19.0625-2.8125-3.500,NY-Analytical,Shipper Inspection,Length,,in,"FDA,4",19,19.125,TM141
6OU351TY,SHIP_NY_32K_201_19.0625-2.8125-3.500,NY-Analytical,Shipper Inspection,Certification Stamp (ECT),,Lbs./In.,"FDA,0",32,,TM141
6OU351TY,SHIP_NY_32K_201_19.0625-2.8125-3.500,NY-Analytical,Shipper Inspection,AQL Sample Size,,,"FDA,0",,,AQL
6OU351TY,SHIP_NY_32K_201_19.0625-2.8125-3.500,NY-Analytical,Shipper Inspection,General Inspection,Accept (Done),,,,,TM208
6OU351TY,SHIP_NY_32K_201_19.0625-2.8125-3.500,NY-Analytical,Shipper Inspection,Shipper Style,D/C Tray,,,,,TM208
6OU351TY,SHIP_NY_32K_201_19.0625-2.8125-3.500,NY-Analytical,Shipper Inspection,Artwork / Copy,Go - Meets Specifications (Done),,,,,TM208
6OU351TY,SHIP_NY_32K_201_19.0625-2.8125-3.500,NY-Analytical,Shipper Inspection,Liner Board Color,Kraft (Done),,,,,TM208
6OU38510,SHIP_32_1BG,NY-Analytical,Shipper Inspection,Height,,in,"FDA,4",5.8125,6.1875,TM141
6OU38510,SHIP_32_1BG,NY-Analytical,Shipper Inspection,Width,,in,"FDA,4",5.9375,6.3125,TM141
6OU38510,SHIP_32_1BG,NY-Analytical,Shipper Inspection,Length,,in,"FDA,4",7.8125,8.1875,TM141
6OU38510,SHIP_32_1BG,NY-Analytical,Shipper Inspection,Certification Stamp (ECT),,Lbs./In.,"FDA,0",32,,TM141
6OU38510,SHIP_32_1BG,NY-Analytical,Shipper Inspection,General Inspection,Accept (Done),,,,,TM208
6OU38510,SHIP_32_1BG,NY-Analytical,Shipper Inspection,Artwork / Copy,Go - Meets Specifications (Done),,,,,TM208
6OU38510,SHIP_32_1BG,NY-Analytical,Shipper Inspection,Liner Board Color,Kraft (Done),,,,,TM208
6OU38510,SHIP_32_1BG,NY-Analytical,Shipper Inspection,Shipper Style,RSC (Done),,,,,TM208
6OU55510,SHIP_NY_32K_100_11.75-6.25-8,NY-Analytical,Shipper Inspection,Width,,in,"FDA,4",6.0625,6.4375,TM141
6OU55510,SHIP_NY_32K_100_11.75-6.25-8,NY-Analytical,Shipper Inspection,Height,,in,"FDA,4",7.8125,8.1875,TM141
6OU55510,SHIP_NY_32K_100_11.75-6.25-8,NY-Analytical,Shipper Inspection,Length,,in,"FDA,4",11.5625,11.9375,TM141
6OU55510,SHIP_NY_32K_100_11.75-6.25-8,NY-Analytical,Shipper Inspection,Certification Stamp (ECT),,Lbs./In.,"FDA,0",32,,TM141
6OU55510,SHIP_NY_32K_100_11.75-6.25-8,NY-Analytical,Shipper Inspection,AQL Sample Size,,,"FDA,0",,,AQL
6OU55510,SHIP_NY_32K_100_11.75-6.25-8,NY-Analytical,Shipper Inspection,General Inspection,Accept (Done),,,,,TM208
6OU55510,SHIP_NY_32K_100_11.75-6.25-8,NY-Analytical,Shipper Inspection,Artwork / Copy,Go - Meets Specifications (Done),,,,,TM208
6OU55510,SHIP_NY_32K_100_11.75-6.25-8,NY-Analytical,Shipper Inspection,Liner Board Color,Kraft (Done),,,,,TM208
6OU55510,SHIP_NY_32K_100_11.75-6.25-8,NY-Analytical,Shipper Inspection,Shipper Style,RSC (Done),,,,,TM208
6OU62620,SHIP_NY_32K_100_15-9.5-8,NY-Analytical,Shipper Inspection,Height,,in,"FDA,4",7.8125,8.1875,TM141
6OU62620,SHIP_NY_32K_100_15-9.5-8,NY-Analytical,Shipper Inspection,Width,,in,"FDA,4",9.3125,9.6875,TM141
6OU62620,SHIP_NY_32K_100_15-9.5-8,NY-Analytical,Shipper Inspection,Length,,in,"FDA,4",14.8125,15.1875,TM141
6OU62620,SHIP_NY_32K_100_15-9.5-8,NY-Analytical,Shipper Inspection,Certification Stamp (ECT),,Lbs./In.,"FDA,0",32,,TM141
6OU62620,SHIP_NY_32K_100_15-9.5-8,NY-Analytical,Shipper Inspection,AQL Sample Size,,,"FDA,0",,,AQL
6OU62620,SHIP_NY_32K_100_15-9.5-8,NY-Analytical,Shipper Inspection,General Inspection,Accept (Done),,,,,TM208
6OU62620,SHIP_NY_32K_100_15-9.5-8,NY-Analytical,Shipper Inspection,Artwork / Copy,Go - Meets Specifications (Done),,,,,TM208
6OU62620,SHIP_NY_32K_100_15-9.5-8,NY-Analytical,Shipper Inspection,Liner Board Color,Kraft (Done),,,,,TM208
6OU62620,SHIP_NY_32K_100_15-9.5-8,NY-Analytical,Shipper Inspection,Shipper Style,RSC (Done),,,,,TM208
6OX46500,SHIP_NY_32K_100_23.688-15.688-7.500,NY-Analytical,Shipper Inspection,Height,,in,"FDA,4",7.3125,7.6875,TM141
6OX46500,SHIP_NY_32K_100_23.688-15.688-7.500,NY-Analytical,Shipper Inspection,Width,,in,"FDA,4",15.5005,15.8755,TM141
6OX46500,SHIP_NY_32K_100_23.688-15.688-7.500,NY-Analytical,Shipper Inspection,Length,,in,"FDA,4",23.5005,23.8755,TM141
6OX46500,SHIP_NY_32K_100_23.688-15.688-7.500,NY-Analytical,Shipper Inspection,Certification Stamp (ECT),,Lbs./In.,"FDA,0",32,,TM141
6OX46500,SHIP_NY_32K_100_23.688-15.688-7.500,NY-Analytical,Shipper Inspection,AQL Sample Size,,,"FDA,0",,,AQL
6OX46500,SHIP_NY_32K_100_23.688-15.688-7.500,NY-Analytical,Shipper Inspection,General Inspection,Accept (Done),,,,,TM208
6OX46500,SHIP_NY_32K_100_23.688-15.688-7.500,NY-Analytical,Shipper Inspection,Artwork / Copy,Go - Meets Specifications (Done),,,,,TM208
6OX46500,SHIP_NY_32K_100_23.688-15.688-7.500,NY-Analytical,Shipper Inspection,Liner Board Color,Kraft (Done),,,,,TM208
6OX46500,SHIP_NY_32K_100_23.688-15.688-7.500,NY-Analytical,Shipper Inspection,Shipper Style,Shipper (Done),,,,,TM208
6RQ55172,SHIP_NY_44K_100_15.1875-10.1875-15.1875,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
6ZS505PD,SHIP_32_14A,NY-Analytical,Shipper Inspection,Width,,in,"FDA,4",5.5625,5.9375,TM141
6ZS505PD,SHIP_32_14A,NY-Analytical,Shipper Inspection,Length,,in,"FDA,4",11.1875,11.5625,TM141
6ZS505PD,SHIP_32_14A,NY-Analytical,Shipper Inspection,Certification Stamp (ECT),,Lbs./In.,"FDA,0",32,,TM141
6ZS505PD,SHIP_32_14A,NY-Analytical,Shipper Inspection,General Inspection,Accept (Done),,,,,TM208
6ZS505PD,SHIP_32_14A,NY-Analytical,Shipper Inspection,Shipper Style,Cut Pad - Sheet (Done),,,,,TM208
6ZS505PD,SHIP_32_14A,NY-Analytical,Shipper Inspection,Artwork / Copy,Go - Meets Specifications (Done),,,,,TM208
7A4AA580,Chem_NY_Disodium Cocoamphodipropinate,IN-Analytical,pH,pH,,,"FDA,1",9,10,TM 200
7A4AA580,Chem_NY_Disodium Cocoamphodipropinate,IN-Analytical,Chemical Inspection,Appearance ,Clear to Hazy liquid (Done),,,,,TM208
7A4AA580,Chem_NY_Disodium Cocoamphodipropinate,IN-Analytical,IR Identification,IR Identification ,Close Match to Standard Sample or Spectrum (Done),,,,,TM 411
7A4AA580,Chem_NY_Disodium Cocoamphodipropinate,IN-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7A4AA580,Chem_NY_Disodium Cocoamphodipropinate,IN-Analytical,Chemical Inspection,Color ,Colorless to Yellow (Done),,,,,TM208
7A4AA580,Chem_NY_Disodium Cocoamphodipropinate,IN-Analytical,Chemical Inspection,Odor ,Match standard (Done),,,,,TM208
7A4AA580,Chem_NY_Disodium Cocoamphodipropinate,IN-Analytical,Chemical Inspection,Contamination ,None (Done),,,,,TM208
7A4AL930,Chem_08A,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7A4AL930,Chem_08A,NY-Analytical,Chemical Inspection,Contamination ,None (Done),,,,,TM208
7A4AL930,Chem_08A,NY-Analytical,Chemical Inspection,Odor ,Odorless (Done),,,,,TM208
7A4AL930,Chem_08A,NY-Analytical,Identification,Identification for Potassium,Pass (Done),,,,,USP/NF
7A4AL930,Chem_08A,NY-Analytical,Chemical Inspection,Appearance ,Pellets (Done),,,,,TM208
7A4AL930,Chem_08A,NY-Analytical,Chemical Inspection,Color ,White/Grey (Done),,,,,TM208
7A4AS162,Chem_09A,NY-Analytical,Related Compounds,Individual Impurity,,%,"FDA,3",,0.1,USP <621>
7A4AS162,Chem_09A,NY-Analytical,Related Compounds,Total Impurities,,%,"FDA,3",,1,USP <621>
7A4AS162,Chem_09A,NY-Analytical,Specific Gravity,Specific Gravity at 25°C,,,"FDA,3",1.249,,TM 202
7A4AS162,Chem_09A,NY-Analytical,Chemical Inspection,Appearance ,"Clear, syrupy liquid (Done)",,,,,TM208
7A4AS162,Chem_09A,NY-Analytical,IR Identification,IR Identification,Close Match to Standard Sample or Spectrum (Done),,,,,TM 411
7A4AS162,Chem_09A,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7A4AS162,Chem_09A,NY-Analytical,Chemical Inspection,Color,Meet USP requirements (Done),,,,,TM208
7A4AS162,Chem_09A,NY-Analytical,Chemical Inspection,Contamination ,None (Done),,,,,TM208
7A4AS162,Chem_09A,NY-Analytical,Chemical Inspection,Odor ,Odorless (Done),,,,,TM208
7A4BL625,Chem_11A,NY-Analytical,Chemical Inspection,Appearance ,Clear Liquid (Done),,,,,TM208
7A4BL625,Chem_11A,NY-Analytical,IR Identification,IR Identification,Close Match to Standard Sample or Spectrum (Done),,,,,TM 411
7A4BL625,Chem_11A,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7A4BL625,Chem_11A,NY-Analytical,Chemical Inspection,Odor ,Lard-Like (Done),,,,,TM208
7A4BL625,Chem_11A,NY-Analytical,Chemical Inspection,Color ,Light Yellow to Yellow (Done),,,,,TM208
7A4BL625,Chem_11A,NY-Analytical,Chemical Inspection,Contamination ,None (Done),,,,,TM208
7A4CD419,Chem_13A,NY-Analytical,IR Identification,IR Identification,Close Match to Standard Sample or Spectrum (Done),,,,,TM 411
7A4CD419,Chem_13A,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7A4CD419,Chem_13A,NY-Analytical,Chemical Inspection,Appearance ,Crystalline Powder (Done),,,,,TM208
7A4CD419,Chem_13A,NY-Analytical,Chemical Inspection,Odor ,Faint phenolic (Done),,,,,TM208
7A4CD419,Chem_13A,NY-Analytical,Chemical Inspection,Contamination ,None (Done),,,,,TM208
7A4CD419,Chem_13A,NY-Analytical,Chemical Inspection,Color ,White to off White (Done),,,,,TM208
7A4FD110,Chem_Sodium Chloride USP/NF,NY-Analytical,Assay,Assay on Dried Basis,,%,"FDA,1",99,100.5,USP <541>
7A4FD110,Chem_Sodium Chloride USP/NF,NY-Analytical,Assay,Assay on Dried Basis Final,,%,"FDA,1",99,100.5,USP <541>
7A4FD110,Chem_Sodium Chloride USP/NF,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7A4FD110,Chem_Sodium Chloride USP/NF,NY-Analytical,Chemical Inspection,Color ,Colorless to white (Done),,,,,TM208
7A4FD110,Chem_Sodium Chloride USP/NF,NY-Analytical,Chemical Inspection,Appearance ,Crystals/crystalline powder (Done),,,,,TM208
7A4FD110,Chem_Sodium Chloride USP/NF,NY-Analytical,Identification,Identification for Chloride,Meets USP (Done),,,,,USP/NF
7A4FD110,Chem_Sodium Chloride USP/NF,NY-Analytical,Identification,Identification for Sodium,Meets USP (Done),,,,,USP/NF
7A4FD110,Chem_Sodium Chloride USP/NF,NY-Analytical,Chemical Inspection,Contamination ,None (Done),,,,,TM208
7A4FD110,Chem_Sodium Chloride USP/NF,NY-Analytical,Chemical Inspection,Odor ,None (Done),,,,,TM208
7A4FD110,Chem_Sodium Chloride USP/NF,NY-Analytical,Loss on Drying,Loss on Drying,,%,"FDA,1",,0.5,USP
7A4FD110,Chem_Sodium Chloride USP/NF,NY-Analytical,Loss on Drying,Loss on Drying Final,,%,"FDA,1",,0.5,USP
7A4OA347,Chem_NY_Sodium-L(+) Lactate 60%,NY-Analytical,pH,pH (1 in 20 solution),,,"FDA,1",6.5,7.5,TM 200
7A4OA347,Chem_NY_Sodium-L(+) Lactate 60%,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7A4OA347,Chem_NY_Sodium-L(+) Lactate 60%,NY-Analytical,Chemical Inspection,Color ,Colorless (Done),,,,,TM208
7A4OA347,Chem_NY_Sodium-L(+) Lactate 60%,NY-Analytical,IR Identification,IR Identification,Close Match to Standard Sample or Spectrum (Done),,,,,TM 411
7A4OA347,Chem_NY_Sodium-L(+) Lactate 60%,NY-Analytical,Chemical Inspection,Contamination ,None (Done),,,,,TM208
7A4OA347,Chem_NY_Sodium-L(+) Lactate 60%,NY-Analytical,Chemical Inspection,Odor ,Odorless or with a slight Characteristic Odor (Done),,,,,TM208
7A4OA347,Chem_NY_Sodium-L(+) Lactate 60%,NY-Analytical,Chemical Inspection,Appearance ,Transparent liquid (Done),,,,,TM208
7A4OA709,Chem_NY_Chamomile Extract # 11-19-2,NY-Analytical,Specific Gravity,Specific Gravity at 25°C,,,"FDA,3",1.043,1.053,TM 202
7A4OA709,Chem_NY_Chamomile Extract # 11-19-2,NY-Analytical,Refractive Index,Refractive Index at 20°C,,,"FDA,3",1.409,1.419,TM 204
