Mat_MatCode,METHOD,Analyte,Component,Res_Units,Numeric_Result,Low_Release_Limit,High_Release_Limit,Rounding_Rule,SP_TestPlan,,,,,
6FJ14108,,,Shipper Inspection,SHIP_NY_44K_100_16.625-8.625-7,,,,Lbs./In.,,44,Certification Stamp (ECT),,TM141,"FDA,0"
6FJ14108,,,Shipper Inspection,SHIP_NY_44K_100_16.625-8.625-7,,,,,,,AQL Sample Size,,AQL,"FDA,0"
6FJ14108,,,Shipper Inspection,SHIP_NY_44K_100_16.625-8.625-7,,,Accept,,,,General Inspection,,TM208,
6FJ14108,,,Shipper Inspection,SHIP_NY_44K_100_16.625-8.625-7,,,Go - Meets Specifications,,,,Artwork / Copy,,TM208,
6FJ14108,,,Shipper Inspection,SHIP_NY_44K_100_16.625-8.625-7,,,Kraft,,,,Liner Board Color,,TM208,
6FJ14108,,,Shipper Inspection,SHIP_NY_44K_100_16.625-8.625-7,,,RSC,,,,Shipper Style,,TM208,
6FJ14143,,5.6875,Shipper Inspection,SHIP_NY_44K_100_16.5-10.875-5.5,,,,in,,5.3125,Height,,TM141,"FDA,4"
6FJ14143,,11.0625,Shipper Inspection,SHIP_NY_44K_100_16.5-10.875-5.5,,,,in,,10.6875,Width,,TM141,"FDA,4"
6FJ14143,,16.6875,Shipper Inspection,SHIP_NY_44K_100_16.5-10.875-5.5,,,,in,,16.3125,Length,,TM141,"FDA,4"
6FJ14143,,,Shipper Inspection,SHIP_NY_44K_100_16.5-10.875-5.5,,,,Lbs./In.,,44,Certification Stamp (ECT),,TM141,"FDA,0"
6FJ14143,,,Shipper Inspection,SHIP_NY_44K_100_16.5-10.875-5.5,,,Accept,,,,General Inspection,,TM208,
6FJ14143,,,Shipper Inspection,SHIP_NY_44K_100_16.5-10.875-5.5,,,Go - Meets Specifications,,,,Artwork / Copy,,TM208,
6FJ14143,,,Shipper Inspection,SHIP_NY_44K_100_16.5-10.875-5.5,,,Kraft,,,,Liner Board Color,,TM208,
6FJ14143,,,Shipper Inspection,SHIP_NY_44K_100_16.5-10.875-5.5,,,RSC,,,,Shipper Style,,TM208,
6GB10300,,5.1875,Shipper Inspection,SHIP_NY_32K_100_14.625-6.375-5,,,,in,,4.8125,Height,,TM141,"FDA,4"
6GB10300,,6.5625,Shipper Inspection,SHIP_NY_32K_100_14.625-6.375-5,,,,in,,6.1875,Width,,TM141,"FDA,4"
6GB10300,,14.8125,Shipper Inspection,SHIP_NY_32K_100_14.625-6.375-5,,,,in,,14.4375,Length,,TM141,"FDA,4"
6GB10300,,,Shipper Inspection,SHIP_NY_32K_100_14.625-6.375-5,,,,Lbs./In.,,32,Certification Stamp (ECT),,TM141,"FDA,0"
6GB10300,,,Shipper Inspection,SHIP_NY_32K_100_14.625-6.375-5,,,,,,,AQL Sample Size,,AQL,"FDA,0"
6GB10300,,,Shipper Inspection,SHIP_NY_32K_100_14.625-6.375-5,,,Accept,,,,General Inspection,,TM208,
6GB10300,,,Shipper Inspection,SHIP_NY_32K_100_14.625-6.375-5,,,Go - Meets Specifications,,,,Artwork / Copy,,TM208,
6GB10300,,,Shipper Inspection,SHIP_NY_32K_100_14.625-6.375-5,,,Kraft,,,,Liner Board Color,,TM208,
6GB10300,,,Shipper Inspection,SHIP_NY_32K_100_14.625-6.375-5,,,RSC w/ shyed flaps,,,,Shipper Style,,TM208,
6GD35185,,12.1875,Shipper Inspection,SHIP_NY_32K_100_13.25-12-12.4375,,,,in,,11.8125,Width,,TM141,"FDA,4"
6GD35185,,12.625,Shipper Inspection,SHIP_NY_32K_100_13.25-12-12.4375,,,,in,,12.25,Height,,TM141,"FDA,4"
6GD35185,,13.4375,Shipper Inspection,SHIP_NY_32K_100_13.25-12-12.4375,,,,in,,13.0625,Length,,TM141,"FDA,4"
6GD35185,,,Shipper Inspection,SHIP_NY_32K_100_13.25-12-12.4375,,,,Lbs./In.,,32,Certification Stamp (ECT),,TM141,"FDA,0"
6GD35185,,,Shipper Inspection,SHIP_NY_32K_100_13.25-12-12.4375,,,,,,,AQL Sample Size,,AQL,"FDA,0"
6GD35185,,,Shipper Inspection,SHIP_NY_32K_100_13.25-12-12.4375,,,Accept,,,,General Inspection,,TM208,
6GD35185,,,Shipper Inspection,SHIP_NY_32K_100_13.25-12-12.4375,,,Go - Meets Specifications,,,,Artwork / Copy,,TM208,
6GD35185,,,Shipper Inspection,SHIP_NY_32K_100_13.25-12-12.4375,,,Kraft,,,,Liner Board Color,,TM208,
6GD35185,,,Shipper Inspection,SHIP_NY_32K_100_13.25-12-12.4375,,,RSC,,,,Shipper Style,,TM208,
6GS48450,,6.875,Shipper Inspection,SHIP_NY_29K_100_17.125-6.6875-11.75,,,,in,,6.5,Width,,TM141,"FDA,4"
6GS48450,,11.9375,Shipper Inspection,SHIP_NY_29K_100_17.125-6.6875-11.75,,,,in,,11.5625,Height,,TM141,"FDA,4"
6GS48450,,17.3125,Shipper Inspection,SHIP_NY_29K_100_17.125-6.6875-11.75,,,,in,,16.9375,Length,,TM141,"FDA,4"
6GS48450,,,Shipper Inspection,SHIP_NY_29K_100_17.125-6.6875-11.75,,,,Lbs./In.,,29,Certification Stamp (ECT),,TM141,"FDA,0"
6GS48450,,,Shipper Inspection,SHIP_NY_29K_100_17.125-6.6875-11.75,,,Accept,,,,General Inspection,,TM208,
6GS48450,,,Shipper Inspection,SHIP_NY_29K_100_17.125-6.6875-11.75,,,Go - Meets Specifications,,,,Artwork / Copy,,TM208,
6GS48450,,,Shipper Inspection,SHIP_NY_29K_100_17.125-6.6875-11.75,,,Kraft,,,,Liner Board Color,,TM208,
6GS48450,,,Shipper Inspection,SHIP_NY_29K_100_17.125-6.6875-11.75,,,RSC,,,,Shipper Style,,TM208,
6HB60307,,6.375,Shipper Inspection,SHIP_NY_40K_100_16.5-12.3125-6.1875,,,,in,,6,Height,,TM141,"FDA,4"
6HB60307,,12.5,Shipper Inspection,SHIP_NY_40K_100_16.5-12.3125-6.1875,,,,in,,12.125,Width,,TM141,"FDA,4"
6HB60307,,16.6875,Shipper Inspection,SHIP_NY_40K_100_16.5-12.3125-6.1875,,,,in,,16.3125,Length,,TM141,"FDA,4"
6HB60307,,,Shipper Inspection,SHIP_NY_40K_100_16.5-12.3125-6.1875,,,,Lbs./In.,,40,Certification Stamp (ECT),,TM141,"FDA,0"
6HB60307,,,Shipper Inspection,SHIP_NY_40K_100_16.5-12.3125-6.1875,,,Accept,,,,General Inspection,,TM208,
6HB60307,,,Shipper Inspection,SHIP_NY_40K_100_16.5-12.3125-6.1875,,,Go - Meets Specifications,,,,Artwork / Copy,,TM208,
6HB60307,,,Shipper Inspection,SHIP_NY_40K_100_16.5-12.3125-6.1875,,,Kraft,,,,Liner Board Color,,TM208,
6HB60307,,,Shipper Inspection,SHIP_NY_40K_100_16.5-12.3125-6.1875,,,RSC,,,,Shipper Style,,TM208,
6HC69900,,5.375,Shipper Inspection,SHIP_NY_32K_100_15.75-8.625-5.1875,,,,in,,5,Height,,TM141,"FDA,4"
6HC69900,,8.8125,Shipper Inspection,SHIP_NY_32K_100_15.75-8.625-5.1875,,,,in,,8.4375,Width,,TM141,"FDA,4"
6HC69900,,15.9375,Shipper Inspection,SHIP_NY_32K_100_15.75-8.625-5.1875,,,,in,,15.5625,Length,,TM141,"FDA,4"
6HC69900,,,Shipper Inspection,SHIP_NY_32K_100_15.75-8.625-5.1875,,,,Lbs./In.,,32,Certification Stamp (ECT),,TM141,"FDA,0"
6HC69900,,,Shipper Inspection,SHIP_NY_32K_100_15.75-8.625-5.1875,,,,,,,AQL Sample Size,,AQL,"FDA,0"
6HC69900,,,Shipper Inspection,SHIP_NY_32K_100_15.75-8.625-5.1875,,,Accept,,,,General Inspection,,TM208,
6HC69900,,,Shipper Inspection,SHIP_NY_32K_100_15.75-8.625-5.1875,,,Go - Meets Specifications,,,,Artwork / Copy,,TM208,
6HC69900,,,Shipper Inspection,SHIP_NY_32K_100_15.75-8.625-5.1875,,,Kraft,,,,Liner Board Color,,TM208,
6HC69900,,,Shipper Inspection,SHIP_NY_32K_100_15.75-8.625-5.1875,,,RSC,,,,Shipper Style,,TM208,
6JA580FW,,8.3125,Shipper Inspection,SHIP_NY_44K_100_16.750-8.125-10.750,,,,in,,7.9375,Width,,TM141,"FDA,4"
6JA580FW,,10.9375,Shipper Inspection,SHIP_NY_44K_100_16.750-8.125-10.750,,,,in,,10.5625,Height,,TM141,"FDA,4"
6JA580FW,,16.9375,Shipper Inspection,SHIP_NY_44K_100_16.750-8.125-10.750,,,,in,,16.5625,Length,,TM141,"FDA,4"
6JA580FW,,,Shipper Inspection,SHIP_NY_44K_100_16.750-8.125-10.750,,,,Lbs./In.,,44,Certification Stamp (ECT),,TM141,"FDA,0"
6JA580FW,,,Shipper Inspection,SHIP_NY_44K_100_16.750-8.125-10.750,,,Accept,,,,General Inspection,,TM208,
6JA580FW,,,Shipper Inspection,SHIP_NY_44K_100_16.750-8.125-10.750,,,Go - Meets Specifications,,,,Artwork / Copy,,TM208,
6JA580FW,,,Shipper Inspection,SHIP_NY_44K_100_16.750-8.125-10.750,,,Kraft,,,,Liner Board Color,,TM208,
6JA580FW,,,Shipper Inspection,SHIP_NY_44K_100_16.750-8.125-10.750,,,RSC,,,,Shipper Style,,TM208,
6LB40600,,4.8125,Shipper Inspection,SHIP_NY_29K_100_12.375-5.5-4.625,,,,in,,4.4375,Height,,TM141,"FDA,4"
6LB40600,,5.6875,Shipper Inspection,SHIP_NY_29K_100_12.375-5.5-4.625,,,,in,,5.3125,Width,,TM141,"FDA,4"
6LB40600,,12.5625,Shipper Inspection,SHIP_NY_29K_100_12.375-5.5-4.625,,,,in,,12.1875,Length,,TM141,"FDA,4"
6LB40600,,,Shipper Inspection,SHIP_NY_29K_100_12.375-5.5-4.625,,,,Lbs./In.,,29,Certification Stamp (ECT),,TM141,"FDA,0"
6LB40600,,,Shipper Inspection,SHIP_NY_29K_100_12.375-5.5-4.625,,,Accept,,,,General Inspection,,TM208,
6LB40600,,,Shipper Inspection,SHIP_NY_29K_100_12.375-5.5-4.625,,,Go - Meets Specifications,,,,Artwork / Copy,,TM208,
6LB40600,,,Shipper Inspection,SHIP_NY_29K_100_12.375-5.5-4.625,,,Kraft,,,,Liner Board Color,,TM208,
6LB40600,,,Shipper Inspection,SHIP_NY_29K_100_12.375-5.5-4.625,,,RSC,,,,Shipper Style,,TM208,
6OA404S48,,6.375,Shipper Inspection,SHIP_NY_44K_100_15.625-12.5-6.1875,,,,in,,6,Height,,TM141,"FDA,4"
6OA404S48,,12.6875,Shipper Inspection,SHIP_NY_44K_100_15.625-12.5-6.1875,,,,in,,12.3125,Width,,TM141,"FDA,4"
6OA404S48,,15.8125,Shipper Inspection,SHIP_NY_44K_100_15.625-12.5-6.1875,,,,in,,15.4375,Length,,TM141,"FDA,4"
6OA404S48,,,Shipper Inspection,SHIP_NY_44K_100_15.625-12.5-6.1875,,,,Lbs./In.,,44,Certification Stamp (ECT),,TM141,"FDA,0"
6OA404S48,,,Shipper Inspection,SHIP_NY_44K_100_15.625-12.5-6.1875,,,Accept,,,,General Inspection,,TM208,
6OA404S48,,,Shipper Inspection,SHIP_NY_44K_100_15.625-12.5-6.1875,,,Go - Meets Specifications,,,,Artwork / Copy,,TM208,
6OA404S48,,,Shipper Inspection,SHIP_NY_44K_100_15.625-12.5-6.1875,,,Kraft,,,,Liner Board Color,,TM208,
6OA404S48,,,Shipper Inspection,SHIP_NY_44K_100_15.625-12.5-6.1875,,,RSC,,,,Shipper Style,,TM208,
6OA540S48,,7.9375,Shipper Inspection,SHIP_NY_32K_100_11.875-7.75-12.625,,,,in,,7.5625,Width,,TM141,"FDA,4"
6OA540S48,,12.0625,Shipper Inspection,SHIP_NY_32K_100_11.875-7.75-12.625,,,,in,,11.6875,Length,,TM141,"FDA,4"
6OA540S48,,12.8125,Shipper Inspection,SHIP_NY_32K_100_11.875-7.75-12.625,,,,in,,12.4375,Height,,TM141,"FDA,4"
6OA540S48,,,Shipper Inspection,SHIP_NY_32K_100_11.875-7.75-12.625,,,,Lbs./In.,,32,Certification Stamp (ECT),,TM141,"FDA,0"
6OA540S48,,,Shipper Inspection,SHIP_NY_32K_100_11.875-7.75-12.625,,,,,,,AQL Sample Size,,AQL,"FDA,0"
6OA540S48,,,Shipper Inspection,SHIP_NY_32K_100_11.875-7.75-12.625,,,Accept,,,,General Inspection,,TM208,
6OA540S48,,,Shipper Inspection,SHIP_NY_32K_100_11.875-7.75-12.625,,,Go - Meets Specifications,,,,Artwork / Copy,,TM208,
6OA540S48,,,Shipper Inspection,SHIP_NY_32K_100_11.875-7.75-12.625,,,Kraft,,,,Liner Board Color,,TM208,
6OA540S48,,,Shipper Inspection,SHIP_NY_32K_100_11.875-7.75-12.625,,,RSC,,,,Shipper Style,,TM208,
6OA632S60,,8.4375,Shipper Inspection,SHIP_NY_32K_150_19.375-8.25-14.125,,,,in,,8.0625,Width,,TM141,"FDA,4"
6OA632S60,,14.3125,Shipper Inspection,SHIP_NY_32K_150_19.375-8.25-14.125,,,,in,,13.9375,Height,,TM141,"FDA,4"
6OA632S60,,19.5625,Shipper Inspection,SHIP_NY_32K_150_19.375-8.25-14.125,,,,in,,19.1875,Length,,TM141,"FDA,4"
6OA632S60,,,Shipper Inspection,SHIP_NY_32K_150_19.375-8.25-14.125,,,,Lbs./In.,,32,Certification Stamp (ECT),,TM141,"FDA,0"
6OA632S60,,,Shipper Inspection,SHIP_NY_32K_150_19.375-8.25-14.125,,,,,,,AQL Sample Size,,AQL,"FDA,0"
6OA632S60,,,Shipper Inspection,SHIP_NY_32K_150_19.375-8.25-14.125,,,Accept,,,,General Inspection,,TM208,
6OA632S60,,,Shipper Inspection,SHIP_NY_32K_150_19.375-8.25-14.125,,,Go - Meets Specifications,,,,Artwork / Copy,,TM208,
6OA632S60,,,Shipper Inspection,SHIP_NY_32K_150_19.375-8.25-14.125,,,HSC,,,,Shipper Style,,TM208,
6OA632S60,,,Shipper Inspection,SHIP_NY_32K_150_19.375-8.25-14.125,,,Kraft,,,,Liner Board Color,,TM208,
6OB123ST,,5.9375,Shipper Inspection,SHIP_NY_32K_100_12.375-10.75-5.75,,,,in,,5.5625,Height,,TM141,"FDA,4"
6OB123ST,,10.9375,Shipper Inspection,SHIP_NY_32K_100_12.375-10.75-5.75,,,,in,,10.5625,Width,,TM141,"FDA,4"
6OB123ST,,12.5625,Shipper Inspection,SHIP_NY_32K_100_12.375-10.75-5.75,,,,in,,12.1875,Length,,TM141,"FDA,4"
6OB123ST,,,Shipper Inspection,SHIP_NY_32K_100_12.375-10.75-5.75,,,,Lbs./In.,,32,Certification Stamp (ECT),,TM141,"FDA,0"
6OB123ST,,,Shipper Inspection,SHIP_NY_32K_100_12.375-10.75-5.75,,,,,,,AQL Sample Size,,AQL,"FDA,0"
6OB123ST,,,Shipper Inspection,SHIP_NY_32K_100_12.375-10.75-5.75,,,Accept,,,,General Inspection,,TM208,
6OB123ST,,,Shipper Inspection,SHIP_NY_32K_100_12.375-10.75-5.75,,,Go - Meets Specifications,,,,Artwork / Copy,,TM208,
6OB123ST,,,Shipper Inspection,SHIP_NY_32K_100_12.375-10.75-5.75,,,Kraft,,,,Liner Board Color,,TM208,
6OB123ST,,,Shipper Inspection,SHIP_NY_32K_100_12.375-10.75-5.75,,,RSC,,,,Shipper Style,,TM208,
6OB31400,,5.1875,Shipper Inspection,SHIP_32_1AL,,,,in,,4.8125,Height,,TM141,"FDA,4"
6OB31400,,6.5625,Shipper Inspection,SHIP_32_1AL,,,,in,,6.1875,Width,,TM141,"FDA,4"
6OB31400,,14.8125,Shipper Inspection,SHIP_32_1AL,,,,in,,14.4375,Length,,TM141,"FDA,4"
6OB31400,,,Shipper Inspection,SHIP_32_1AL,,,,Lbs./In.,,32,Certification Stamp (ECT),,TM141,"FDA,0"
6OB31400,,,Shipper Inspection,SHIP_32_1AL,,,Accept,,,,General Inspection,,TM208,
6OB31400,,,Shipper Inspection,SHIP_32_1AL,,,Go - Meets Specifications,,,,Artwork / Copy,,TM208,
6OB31400,,,Shipper Inspection,SHIP_32_1AL,,,Kraft,,,,Liner Board Color,,TM208,
6OB31400,,,Shipper Inspection,SHIP_32_1AL,,,RSC,,,,Shipper Style,,TM208,
6OB389PD,,6.4375,Shipper Inspection,Ship_NA_3A,,,,in,,6.0625,Width,,TM141,"FDA,4"
6OB389PD,,14.6875,Shipper Inspection,Ship_NA_3A,,,,in,,14.3125,Length,,TM141,"FDA,4"
6OB389PD,,,Shipper Inspection,Ship_NA_3A,,,Accept,,,,General Inspection,,TM208,
6OB389PD,,,Shipper Inspection,Ship_NA_3A,,,Layer Pad,,,,Shipper Style,,TM208,
6OC22324,,6.5625,Shipper Inspection,SHIP_32_1N,,,,in,,6.1875,Width,,TM141,"FDA,4"
6OC22324,,10.5625,Shipper Inspection,SHIP_32_1N,,,,in,,10.1875,Height,,TM141,"FDA,4"
6OC22324,,11.3125,Shipper Inspection,SHIP_32_1N,,,,in,,10.9375,Length,,TM141,"FDA,4"
6OC22324,,,Shipper Inspection,SHIP_32_1N,,,,Lbs./In.,,32,Certification Stamp (ECT),,TM141,"FDA,0"
6OC22324,,,Shipper Inspection,SHIP_32_1N,,,Accept,,,,General Inspection,,TM208,
6OC22324,,,Shipper Inspection,SHIP_32_1N,,,Go - Meets Specifications,,,,Artwork / Copy,,TM208,
6OC22324,,,Shipper Inspection,SHIP_32_1N,,,Kraft,,,,Liner Board Color,,TM208,
6OC22324,,,Shipper Inspection,SHIP_32_1N,,,RSC,,,,Shipper Style,,TM208,
6OD01524,,4.875,Shipper Inspection,SHIP_NY_32K_100_8.25-6.25-4.6875,,,,in,,4.5,Height,,TM141,"FDA,4"
6OD01524,,6.4375,Shipper Inspection,SHIP_NY_32K_100_8.25-6.25-4.6875,,,,in,,6.0625,Width,,TM141,"FDA,4"
6OD01524,,8.4375,Shipper Inspection,SHIP_NY_32K_100_8.25-6.25-4.6875,,,,in,,8.0625,Length,,TM141,"FDA,4"
6OD01524,,,Shipper Inspection,SHIP_NY_32K_100_8.25-6.25-4.6875,,,,Lbs./In.,,32,Certification Stamp (ECT),,TM141,"FDA,0"
6OD01524,,,Shipper Inspection,SHIP_NY_32K_100_8.25-6.25-4.6875,,,,,,,AQL Sample Size,,AQL,"FDA,0"
6OD01524,,,Shipper Inspection,SHIP_NY_32K_100_8.25-6.25-4.6875,,,Accept,,,,General Inspection,,TM208,
6OD01524,,,Shipper Inspection,SHIP_NY_32K_100_8.25-6.25-4.6875,,,Go - Meets Specifications,,,,Artwork / Copy,,TM208,
6OD01524,,,Shipper Inspection,SHIP_NY_32K_100_8.25-6.25-4.6875,,,Kraft,,,,Liner Board Color,,TM208,
6OD01524,,,Shipper Inspection,SHIP_NY_32K_100_8.25-6.25-4.6875,,,RSC,,,,Shipper Style,,TM208,
6OD13500A,,6.3125,Shipper Inspection,SHIP_32_1AD,,,,in,,5.9375,Height,,TM141,"FDA,4"
6OD13500A,,12.1875,Shipper Inspection,SHIP_32_1AD,,,,in,,11.8125,Width,,TM141,"FDA,4"
6OD13500A,,13.4375,Shipper Inspection,SHIP_32_1AD,,,,in,,13.0625,Length,,TM141,"FDA,4"
6OD13500A,,,Shipper Inspection,SHIP_32_1AD,,,,Lbs./In.,,32,Certification Stamp (ECT),,TM141,"FDA,0"
6OD13500A,,,Shipper Inspection,SHIP_32_1AD,,,Accept,,,,General Inspection,,TM208,
6OD13500A,,,Shipper Inspection,SHIP_32_1AD,,,Go - Meets Specifications,,,,Artwork / Copy,,TM208,
6OD13500A,,,Shipper Inspection,SHIP_32_1AD,,,Kraft,,,,Liner Board Color,,TM208,
6OD13500A,,,Shipper Inspection,SHIP_32_1AD,,,RSC,,,,Shipper Style,,TM208,
6OD239DR,,7.8125,Shipper Inspection,SHIP_44_1A,,,,in,,7.4375,Length,,TM141,"FDA,4"
6OD239DR,,15.5625,Shipper Inspection,SHIP_44_1A,,,,in,,15.1875,Width,,TM141,"FDA,4"
6OD239DR,,,Shipper Inspection,SHIP_44_1A,,,,Lbs./In.,,44,Certification Stamp (ECT),,TM141,"FDA,0"
6OD239DR,,,Shipper Inspection,SHIP_44_1A,,,Accept,,,,General Inspection,,TM208,
6OD239DR,,,Shipper Inspection,SHIP_44_1A,,,Divider,,,,Shipper Style,,TM208,
6OD239DR,,,Shipper Inspection,SHIP_44_1A,,,Go - Meets Specifications,,,,Artwork / Copy,,TM208,
6OD239DR,,,Shipper Inspection,SHIP_44_1A,,,Kraft,,,,Liner Board Color,,TM208,
6OD36055,,6.5625,Shipper Inspection,SHIP_NY_32K_102_10.625-6.375-11.25,,,,in,,6.1875,Width,,TM141,"FDA,4"
6OD36055,,10.8125,Shipper Inspection,SHIP_NY_32K_102_10.625-6.375-11.25,,,,in,,10.4375,Length,,TM141,"FDA,4"
6OD36055,,11.4375,Shipper Inspection,SHIP_NY_32K_102_10.625-6.375-11.25,,,,in,,11.0625,Height,,TM141,"FDA,4"
6OD36055,,,Shipper Inspection,SHIP_NY_32K_102_10.625-6.375-11.25,,,,Lbs./In.,,32,Certification Stamp (ECT),,TM141,"FDA,0"
6OD36055,,,Shipper Inspection,SHIP_NY_32K_102_10.625-6.375-11.25,,,,,,,AQL Sample Size,,AQL,"FDA,0"
6OD36055,,,Shipper Inspection,SHIP_NY_32K_102_10.625-6.375-11.25,,,Accept,,,,General Inspection,,TM208,
6OD36055,,,Shipper Inspection,SHIP_NY_32K_102_10.625-6.375-11.25,,,Does not meet specifications (OOS),,,,Liner Board Color,,TM208,
6OD36055,,,Shipper Inspection,SHIP_NY_32K_102_10.625-6.375-11.25,,,Go - Meets Specifications,,,,Artwork / Copy,,TM208,
6OD36055,,,Shipper Inspection,SHIP_NY_32K_102_10.625-6.375-11.25,,,RSC w/ shyed flaps,,,,Shipper Style,,TM208,
6OH14324,,6.4375,Shipper Inspection,SHIP_32_1Y,,,,in,,6.0625,Height,,TM141,"FDA,4"
6OH14324,,9.1875,Shipper Inspection,SHIP_32_1Y,,,,in,,8.8125,Width,,TM141,"FDA,4"
6OH14324,,12.625,Shipper Inspection,SHIP_32_1Y,,,,in,,12.25,Length,,TM141,"FDA,4"
6OH14324,,,Shipper Inspection,SHIP_32_1Y,,,,Lbs./In.,,32,Certification Stamp (ECT),,TM141,"FDA,0"
6OH14324,,,Shipper Inspection,SHIP_32_1Y,,,Accept,,,,General Inspection,,TM208,
6OH14324,,,Shipper Inspection,SHIP_32_1Y,,,Go - Meets Specifications,,,,Artwork / Copy,,TM208,
6OH14324,,,Shipper Inspection,SHIP_32_1Y,,,Kraft,,,,Liner Board Color,,TM208,
6OH14324,,,Shipper Inspection,SHIP_32_1Y,,,RSC,,,,Shipper Style,,TM208,
6OH21112,,6.9375,Shipper Inspection,SHIP_32_1F,,,,in,,6.5625,Height,,TM141,"FDA,4"
6OH21112,,7.8125,Shipper Inspection,SHIP_32_1F,,,,in,,7.4375,Width,,TM141,"FDA,4"
6OH21112,,9.9375,Shipper Inspection,SHIP_32_1F,,,,in,,9.5625,Length,,TM141,"FDA,4"
6OH21112,,,Shipper Inspection,SHIP_32_1F,,,,Lbs./In.,,32,Certification Stamp (ECT),,TM141,"FDA,0"
6OH21112,,,Shipper Inspection,SHIP_32_1F,,,Accept,,,,General Inspection,,TM208,
6OH21112,,,Shipper Inspection,SHIP_32_1F,,,Go - Meets Specifications,,,,Artwork / Copy,,TM208,
6OH21112,,,Shipper Inspection,SHIP_32_1F,,,Kraft,,,,Liner Board Color,,TM208,
6OH21112,,,Shipper Inspection,SHIP_32_1F,,,RSC,,,,Shipper Style,,TM208,
6OH45016,,7.0625,Shipper Inspection,SHIP_NY_32K_100_8.25-6.875-7.375,,,,in,,6.6875,Width,,TM141,"FDA,4"
6OH45016,,7.5625,Shipper Inspection,SHIP_NY_32K_100_8.25-6.875-7.375,,,,in,,7.1875,Height,,TM141,"FDA,4"
6OH45016,,8.4375,Shipper Inspection,SHIP_NY_32K_100_8.25-6.875-7.375,,,,in,,8.0625,Length,,TM141,"FDA,4"
6OH45016,,,Shipper Inspection,SHIP_NY_32K_100_8.25-6.875-7.375,,,,Lbs./In.,,32,Certification Stamp (ECT),,TM141,"FDA,0"
6OH45016,,,Shipper Inspection,SHIP_NY_32K_100_8.25-6.875-7.375,,,Accept,,,,General Inspection,,TM208,
6OH45016,,,Shipper Inspection,SHIP_NY_32K_100_8.25-6.875-7.375,,,Go - Meets Specifications,,,,Artwork / Copy,,TM208,
6OH45016,,,Shipper Inspection,SHIP_NY_32K_100_8.25-6.875-7.375,,,Kraft,,,,Liner Board Color,,TM208,
6OH45016,,,Shipper Inspection,SHIP_NY_32K_100_8.25-6.875-7.375,,,RSC,,,,Shipper Style,,TM208,
6OK75595,,7.875,Shipper Inspection,SHIP_32_1R,,,,in,,7.5,Height,,TM141,"FDA,4"
6OK75595,,9.8125,Shipper Inspection,SHIP_32_1R,,,,in,,9.4375,Width,,TM141,"FDA,4"
6OK75595,,11.9375,Shipper Inspection,SHIP_32_1R,,,,in,,11.5625,Length,,TM141,"FDA,4"
6OK75595,,,Shipper Inspection,SHIP_32_1R,,,,Lbs./In.,,32,Certification Stamp (ECT),,TM141,"FDA,0"
6OK75595,,,Shipper Inspection,SHIP_32_1R,,,Accept,,,,General Inspection,,TM208,
6OK75595,,,Shipper Inspection,SHIP_32_1R,,,Go - Meets Specifications,,,,Artwork / Copy,,TM208,
6OK75595,,,Shipper Inspection,SHIP_32_1R,,,Kraft,,,,Liner Board Color,,TM208,
6OK75595,,,Shipper Inspection,SHIP_32_1R,,,RSC,,,,Shipper Style,,TM208,
6OM960CB,,2.6875,Shipper Inspection,SHIP_NY_NA_200_2.5-2.5-33.75,,,,in,,2.3125,Length,,TM141,"FDA,4"
6OM960CB,,2.6875,Shipper Inspection,SHIP_NY_NA_200_2.5-2.5-33.75,,,,in,,2.3125,Width,,TM141,"FDA,4"
6OM960CB,,33.9375,Shipper Inspection,SHIP_NY_NA_200_2.5-2.5-33.75,,,,in,,33.5625,Height,,TM141,"FDA,4"
6OM960CB,,,Shipper Inspection,SHIP_NY_NA_200_2.5-2.5-33.75,,,Accept,,,,General Inspection,,TM208,
6OM960CB,,,Shipper Inspection,SHIP_NY_NA_200_2.5-2.5-33.75,,,ITW STACK MASTER 2600,,,,Shipper Style,,TM208,
6OP027LP,,5.75,Shipper Inspection,SHIP_32_13A,,,,in,,5.375,Width,,TM141,"FDA,4"
6OP027LP,,10.9375,Shipper Inspection,SHIP_32_13A,,,,in,,10.5625,Length,,TM141,"FDA,4"
6OP027LP,,,Shipper Inspection,SHIP_32_13A,,,,Lbs./In.,,32,Certification Stamp (ECT),,TM141,"FDA,0"
6OP027LP,,,Shipper Inspection,SHIP_32_13A,,,Accept,,,,General Inspection,,TM208,
6OP027LP,,,Shipper Inspection,SHIP_32_13A,,,Go - Meets Specifications,,,,Artwork / Copy,,TM208,
6OP027LP,,,Shipper Inspection,SHIP_32_13A,,,Kraft,,,,Liner Board Color,,TM208,
6OP027LP,,,Shipper Inspection,SHIP_32_13A,,,Layer Pad,,,,Shipper Style,,TM208,
6OP081LP,,12.063,Shipper Inspection,SHIP_NY_32NA_250_17.250-11.938,,,,in,,11.813,Width,,TM141,"FDA,3"
6OP081LP,,17.375,Shipper Inspection,SHIP_NY_32NA_250_17.250-11.938,,,,in,,17.125,Length,,TM141,"FDA,3"
6OP081LP,,,Shipper Inspection,SHIP_NY_32NA_250_17.250-11.938,,,,Lbs./In.,,32,Certification Stamp (ECT),,TM141,"FDA,0"
6OP081LP,,,Shipper Inspection,SHIP_NY_32NA_250_17.250-11.938,,,,,,,AQL Sample Size,,AQL,"FDA,0"
