Mat_MatCode,METHOD,Analyte,Component,Res_Units,Numeric_Result,Low_Release_Limit,High_Release_Limit,Rounding_Rule,SP_TestPlan
3XP667,TM208,Visual Inspection,Appearance,,Meets specifications,,,,"Applicator_NY_Spunlaced Nonwoven 50 gsm 100% Polyester-38.75"""
3XP667,TM208,Visual Inspection,Color,,Meets specifications,,,,"Applicator_NY_Spunlaced Nonwoven 50 gsm 100% Polyester-38.75"""
3XP667,TM208,Visual Inspection,Odor,,No objectionable odor Wet or Dry [Done],,,,"Applicator_NY_Spunlaced Nonwoven 50 gsm 100% Polyester-38.75"""
5AA347BT,TM102,Box Inspection,Caliper,in,,0.019,0.021,"FDA,3",Box_NY_0.020SBS_300_3.375-1.313-2.625
5AA347BT,Box Inspection,Box Inspection,Width,in,,1.28175,1.34425,"FDA,5",Box_NY_0.020SBS_300_3.375-1.313-2.625
5AA347BT,Box Inspection,Box Inspection,Height,in,,2.59375,2.65625,"FDA,5",Box_NY_0.020SBS_300_3.375-1.313-2.625
5AA347BT,Box Inspection,Box Inspection,Length,in,,3.34375,3.40625,"FDA,5",Box_NY_0.020SBS_300_3.375-1.313-2.625
5AA347BT,AQL,Box Inspection,AQL Sample Size,,,,,"FDA,0",Box_NY_0.020SBS_300_3.375-1.313-2.625
5AA347BT,Box Inspection,Box Inspection,Artwork / Copy,in,Meets specifications,,,,Box_NY_0.020SBS_300_3.375-1.313-2.625
5AA347BT,Box Inspection,Box Inspection,Carton Style,,Open Top/Auto Bottom Tray,,,,Box_NY_0.020SBS_300_3.375-1.313-2.625
5AA347BT,Box Inspection,Box Inspection,Carton Material,,SBS,,,,Box_NY_0.020SBS_300_3.375-1.313-2.625
5AA404S48,Box Inspection,Box Inspection,Artwork / Copy,in,,,,,Box_NY_0.018SBS_111_6-5.875-3.625
5AA404S48,TM102,Box Inspection,Caliper,in,,0.017,0.019,"FDA,3",Box_NY_0.018SBS_111_6-5.875-3.625
5AA404S48,Box Inspection,Box Inspection,Carton Material,,,,,,Box_NY_0.018SBS_111_6-5.875-3.625
5AA404S48,Box Inspection,Box Inspection,Carton Style,,,,,,Box_NY_0.018SBS_111_6-5.875-3.625
5AA404S48,Box Inspection,Box Inspection,Height,in,,3.59375,3.65625,"FDA,5",Box_NY_0.018SBS_111_6-5.875-3.625
5AA404S48,Box Inspection,Box Inspection,Length,in,,5.96875,6.03125,"FDA,5",Box_NY_0.018SBS_111_6-5.875-3.625
5AA404S48,Box Inspection,Box Inspection,Width,in,,5.84375,5.90625,"FDA,5",Box_NY_0.018SBS_111_6-5.875-3.625
5AA617S96,TM102,Box Inspection,Caliper,in,,0.017,0.019,"FDA,3",Box_NY_0.018SBS_47B_3.625-3.875-6
5AA617S96,Box Inspection,Box Inspection,Length,in,,3.59375,3.65625,"FDA,5",Box_NY_0.018SBS_47B_3.625-3.875-6
5AA617S96,Box Inspection,Box Inspection,Width,in,,3.84375,3.90625,"FDA,5",Box_NY_0.018SBS_47B_3.625-3.875-6
5AA617S96,Box Inspection,Box Inspection,Height,in,,5.96875,6.03125,"FDA,5",Box_NY_0.018SBS_47B_3.625-3.875-6
5AA617S96,Box Inspection,Box Inspection,Artwork / Copy,in,Meets specifications,,,,Box_NY_0.018SBS_47B_3.625-3.875-6
5AA617S96,Box Inspection,Box Inspection,Carton Material,,SBS,,,,Box_NY_0.018SBS_47B_3.625-3.875-6
5AA617S96,Box Inspection,Box Inspection,Carton Style,,Straight Tuck End -  French Style,,,,Box_NY_0.018SBS_47B_3.625-3.875-6
5AA632S60,TM102,Box Inspection,Caliper,in,,0.019,0.021,"FDA,3",Box_NY_0.020SBS_101_6-3.625-7
5AA632S60,AQL,Box Inspection,AQL Sample Size,,,,,"FDA,0",Box_NY_0.020SBS_101_6-3.625-7
5AA632S60,Box Inspection,Box Inspection,Width,in,,3.59375,3.65625,"FDA,5",Box_NY_0.020SBS_101_6-3.625-7
5AA632S60,Box Inspection,Box Inspection,Length,in,,5.96875,6.03125,"FDA,5",Box_NY_0.020SBS_101_6-3.625-7
5AA632S60,Box Inspection,Box Inspection,Height,in,,6.96875,7.03125,"FDA,5",Box_NY_0.020SBS_101_6-3.625-7
5AA632S60,Box Inspection,Box Inspection,Artwork / Copy,in,Meets specifications,,,,Box_NY_0.020SBS_101_6-3.625-7
5AA632S60,Box Inspection,Box Inspection,Carton Material,,SBS,,,,Box_NY_0.020SBS_101_6-3.625-7
5AA632S60,Box Inspection,Box Inspection,Carton Style,,Tuck Top / Auto Bottom - French Style,,,,Box_NY_0.020SBS_101_6-3.625-7
5AA911TY,TM102,Box Inspection,Caliper,in,,0.019,0.021,"FDA,3",Box_NY_0.020SBS_105_4.5-7.9375-7.9375
5AA911TY,Box Inspection,Box Inspection,Length,in,,4.46875,4.53125,"FDA,5",Box_NY_0.020SBS_105_4.5-7.9375-7.9375
5AA911TY,Box Inspection,Box Inspection,Height,in,,7.90625,7.96875,"FDA,5",Box_NY_0.020SBS_105_4.5-7.9375-7.9375
5AA911TY,COA,Box Inspection,Width,in,,7.90625,7.96875,"FDA,5",Box_NY_0.020SBS_105_4.5-7.9375-7.9375
5AA911TY,AQL,Box Inspection,AQL Sample Size,,,,,"FDA,0",Box_NY_0.020SBS_105_4.5-7.9375-7.9375
5AA911TY,Box Inspection,Box Inspection,Artwork / Copy,in,Meets specifications,,,,Box_NY_0.020SBS_105_4.5-7.9375-7.9375
5AA911TY,Box Inspection,Box Inspection,Carton Material,,SBS,,,,Box_NY_0.020SBS_105_4.5-7.9375-7.9375
5AA911TY,Box Inspection,Box Inspection,Carton Style,,Tuck Top / Auto Bottom w/perf,,,,Box_NY_0.020SBS_105_4.5-7.9375-7.9375
5AB123CP,TM143,Label Inspection,Length,in,,1.875,2,"FDA,4",Label_NY_5AB123CP_1.9375-1.875
5AB123CP,TM143,Label Inspection,Width,in,,1.8125,1.9375,"FDA,4",Label_NY_5AB123CP_1.9375-1.875
5AB123CP,TM208,Label Inspection,Color/Copy,,Copy/color should be in accordance with individual Item # print spec,,,,Label_NY_5AB123CP_1.9375-1.875
5AB123CP,TM208,Label Inspection,Appearance,,Material must be clean and free of particulate matter,,,,Label_NY_5AB123CP_1.9375-1.875
5AB123CP,TM208,Label Inspection,Print,,"No smears, streaks, spots, or voids",,,,Label_NY_5AB123CP_1.9375-1.875
5AB123CP,TM208,Label Inspection,Odor,,No solvent odor is to be present,,,,Label_NY_5AB123CP_1.9375-1.875
5AB123CP,COA,Certificate of Conformance,Certificate of Conformance,,,,,,Label_NY_5AB123CP_1.9375-1.875
5AB123ST,TM102,Box Inspection,Caliper,in,,0.017,0.019,"FDA,3",Box_NY_0.018SBS_107_10.25-2.375-2.75
5AB123ST,Box Inspection,Box Inspection,Width,in,,2.34375,2.40625,"FDA,5",Box_NY_0.018SBS_107_10.25-2.375-2.75
5AB123ST,Box Inspection,Box Inspection,Height,in,,2.71875,2.78125,"FDA,5",Box_NY_0.018SBS_107_10.25-2.375-2.75
5AB123ST,Box Inspection,Box Inspection,Length,in,,10.21875,10.28125,"FDA,5",Box_NY_0.018SBS_107_10.25-2.375-2.75
5AB123ST,Box Inspection,Box Inspection,Artwork / Copy,in,Meets specifications,,,,Box_NY_0.018SBS_107_10.25-2.375-2.75
5AB123ST,Box Inspection,Box Inspection,Carton Material,,SBS,,,,Box_NY_0.018SBS_107_10.25-2.375-2.75
5AB123ST,Box Inspection,Box Inspection,Carton Style,,TT/AB w/friction lock,,,,Box_NY_0.018SBS_107_10.25-2.375-2.75
5AD02424,TM102,Box Inspection,Caliper,in,,0.017,0.019,"FDA,3",Box_NY_0.018SBS_107_4-2.03125-4.5
5AD02424,Box Inspection,Box Inspection,Width,in,,2,2.0625,"FDA,5",Box_NY_0.018SBS_107_4-2.03125-4.5
5AD02424,Box Inspection,Box Inspection,Length,in,,3.96875,4.03125,"FDA,5",Box_NY_0.018SBS_107_4-2.03125-4.5
5AD02424,Box Inspection,Box Inspection,Height,in,,4.46875,4.53125,"FDA,5",Box_NY_0.018SBS_107_4-2.03125-4.5
5AD02424,Box Inspection,Box Inspection,Artwork / Copy,in,Meets specifications,,,,Box_NY_0.018SBS_107_4-2.03125-4.5
5AD02424,Box Inspection,Box Inspection,Carton Material,,SBS,,,,Box_NY_0.018SBS_107_4-2.03125-4.5
5AD02424,Box Inspection,Box Inspection,Carton Style,,Tuck Top Auto Bottom w/ Tab Lock,,,,Box_NY_0.018SBS_107_4-2.03125-4.5
5AH45016,TM102,Box Inspection,Caliper,in,,0.017,0.019,"FDA,3",Box_NY_0.018SBS_101_3.875-2-3.5
5AH45016,Box Inspection,Box Inspection,Width,in,,1.96875,2.03125,"FDA,5",Box_NY_0.018SBS_101_3.875-2-3.5
5AH45016,Box Inspection,Box Inspection,Height,in,,3.46875,3.53125,"FDA,5",Box_NY_0.018SBS_101_3.875-2-3.5
5AH45016,Box Inspection,Box Inspection,Length,in,,3.84375,3.90625,"FDA,5",Box_NY_0.018SBS_101_3.875-2-3.5
5AH45016,AQL,Box Inspection,AQL Sample Size,,,,,"FDA,0",Box_NY_0.018SBS_101_3.875-2-3.5
5AH45016,Box Inspection,Box Inspection,Carton Style,,French Tuck Top / Auto Bottom,,,,Box_NY_0.018SBS_101_3.875-2-3.5
5AH45016,Box Inspection,Box Inspection,Artwork / Copy,in,Meets specifications,,,,Box_NY_0.018SBS_101_3.875-2-3.5
5AH45016,Box Inspection,Box Inspection,Carton Material,,SBS,,,,Box_NY_0.018SBS_101_3.875-2-3.5
5AH58195,TM102,Box Inspection,Caliper,in,,0.019,0.021,"FDA,3",Box_NY_0.020SBS_127_6.25-2.5625-4.625
5AH58195,Box Inspection,Box Inspection,Width,in,,2.53125,2.59375,"FDA,5",Box_NY_0.020SBS_127_6.25-2.5625-4.625
5AH58195,Box Inspection,Box Inspection,Height,in,,4.59375,4.65625,"FDA,5",Box_NY_0.020SBS_127_6.25-2.5625-4.625
5AH58195,Box Inspection,Box Inspection,Length,in,,6.21875,6.28125,"FDA,5",Box_NY_0.020SBS_127_6.25-2.5625-4.625
5AH58195,Box Inspection,Box Inspection,Artwork / Copy,in,Meets specifications,,,,Box_NY_0.020SBS_127_6.25-2.5625-4.625
5AH58195,Box Inspection,Box Inspection,Carton Material,,SBS,,,,Box_NY_0.020SBS_127_6.25-2.5625-4.625
5AH58195,Box Inspection,Box Inspection,Carton Style,,Straight Tuck w/Partition Dispenser Box,,,,Box_NY_0.020SBS_127_6.25-2.5625-4.625
5AJ130BT,AQL,Box Inspection,AQL Sample Size,,,,,"FDA,0",Box_NY_0.020SBS_306_3.3125-1.4375-2.625
5AJ130BT,Box Inspection,Box Inspection,Artwork / Copy,,,,,,Box_NY_0.020SBS_306_3.3125-1.4375-2.625
5AJ130BT,TM102,Box Inspection,Caliper,in,,0.019,0.021,"FDA,3",Box_NY_0.020SBS_306_3.3125-1.4375-2.625
5AJ130BT,Box Inspection,Box Inspection,Carton Material,,,,,,Box_NY_0.020SBS_306_3.3125-1.4375-2.625
5AJ130BT,Box Inspection,Box Inspection,Carton Style,,,,,,Box_NY_0.020SBS_306_3.3125-1.4375-2.625
5AJ130BT,Box Inspection,Box Inspection,Height,in,,2.59375,2.65625,"FDA,5",Box_NY_0.020SBS_306_3.3125-1.4375-2.625
5AJ130BT,Box Inspection,Box Inspection,Length,in,,3.28125,3.34375,"FDA,5",Box_NY_0.020SBS_306_3.3125-1.4375-2.625
5AJ130BT,Box Inspection,Box Inspection,Width,in,,1.40625,1.46875,"FDA,5",Box_NY_0.020SBS_306_3.3125-1.4375-2.625
5AP027TY,Box Inspection,Box Inspection,Width,in,,5.535,5.715,"FDA,3",Box_57A
5AP027TY,Box Inspection,Box Inspection,Length,in,,10.66,10.84,"FDA,3",Box_57A
5AP027TY,Box Inspection,Box Inspection,Color,,Clear,,,,Box_57A
5AP027TY,COA,Certificate of Compliance,Certificate of Compliance,,CofC meets specifications,,,,Box_57A
5AP027TY,Box Inspection,Box Inspection,Appearance,,Meets specification,,,,Box_57A
5AP027TY,Box Inspection,Box Inspection,Functionality,,Meets specification,,,,Box_57A
5AP027TY,Box Inspection,Box Inspection,Odor,,None Detectable,,,,Box_57A
5AP07530,TM102,Box Inspection,Caliper,in,,0.019,0.021,"FDA,3",Box_NY_0.020BC_110_6.375-3.4375-4.75
5AP07530,Box Inspection,Box Inspection,Width,in,,3.40625,3.46875,"FDA,5",Box_NY_0.020BC_110_6.375-3.4375-4.75
5AP07530,Box Inspection,Box Inspection,Height,in,,4.71875,4.78125,"FDA,5",Box_NY_0.020BC_110_6.375-3.4375-4.75
5AP07530,Box Inspection,Box Inspection,Length,in,,6.34375,6.40625,"FDA,5",Box_NY_0.020BC_110_6.375-3.4375-4.75
5AP07530,AQL,Box Inspection,AQL Sample Size,,,,,"FDA,0",Box_NY_0.020BC_110_6.375-3.4375-4.75
5AP07530,Box Inspection,Box Inspection,Carton Material,,BC,,,,Box_NY_0.020BC_110_6.375-3.4375-4.75
5AP07530,Box Inspection,Box Inspection,Artwork / Copy,in,Meets specifications,,,,Box_NY_0.020BC_110_6.375-3.4375-4.75
5AP07530,Box Inspection,Box Inspection,Carton Style,,TT/AB w/finger holes,,,,Box_NY_0.020BC_110_6.375-3.4375-4.75
5AP209SL,TM102,Box Inspection,Caliper,in,,0.019,0.021,"FDA,3",Box_NY_0.020BC_220_5.09375-3.6875-4.625
5AP209SL,Box Inspection,Box Inspection,Width,in,,3.65625,3.71875,"FDA,5",Box_NY_0.020BC_220_5.09375-3.6875-4.625
5AP209SL,Box Inspection,Box Inspection,Height,in,,4.59375,4.65625,"FDA,5",Box_NY_0.020BC_220_5.09375-3.6875-4.625
5AP209SL,Box Inspection,Box Inspection,Length,in,,5.0625,5.125,"FDA,5",Box_NY_0.020BC_220_5.09375-3.6875-4.625
5AP209SL,AQL,Box Inspection,AQL Sample Size,,,,,"FDA,0",Box_NY_0.020BC_220_5.09375-3.6875-4.625
5AP209SL,Box Inspection,Box Inspection,Carton Material,,BC,,,,Box_NY_0.020BC_220_5.09375-3.6875-4.625
5AP209SL,Box Inspection,Box Inspection,Carton Style,,"Diecut Glued Sleeve w/ 2-1"" fingerholes",,,,Box_NY_0.020BC_220_5.09375-3.6875-4.625
5AP209SL,Box Inspection,Box Inspection,Artwork / Copy,in,Meets specifications,,,,Box_NY_0.020BC_220_5.09375-3.6875-4.625
5AP21195,TM102,Box Inspection,Caliper,in,,0.023,0.025,"FDA,3",Box_01M
5AP21195,Box Inspection,Box Inspection,Width,in,,4.46875,4.53125,"FDA,5",Box_01M
5AP21195,Box Inspection,Box Inspection,Length,in,,4.59375,4.65625,"FDA,5",Box_01M
5AP21195,Box Inspection,Box Inspection,Height,in,,5.84375,5.90625,"FDA,5",Box_01M
5AP21195,Box Inspection,Box Inspection,Carton Material,,Bending Chip,,,,Box_01M
5AP21195,Box Inspection,Box Inspection,Artwork / Copy,in,Meets specifications,,,,Box_01M
5AP21195,Box Inspection,Box Inspection,Carton Style,,Tuck Top / Auto Bottom,,,,Box_01M
5AP227TY,TM102,Box Inspection,Caliper,in,,0.019,0.021,"FDA,3",Box_NY_0.020SBS_300_4.625-5-3.625
5AP227TY,Box Inspection,Box Inspection,Height,in,,3.59375,3.65625,"FDA,5",Box_NY_0.020SBS_300_4.625-5-3.625
5AP227TY,Box Inspection,Box Inspection,Length,in,,4.59375,4.65625,"FDA,5",Box_NY_0.020SBS_300_4.625-5-3.625
5AP227TY,Box Inspection,Box Inspection,Width,in,,4.96875,5.03125,"FDA,5",Box_NY_0.020SBS_300_4.625-5-3.625
5AP227TY,AQL,Box Inspection,AQL Sample Size,,,,,"FDA,0",Box_NY_0.020SBS_300_4.625-5-3.625
5AP227TY,Box Inspection,Box Inspection,Artwork / Copy,in,Meets specifications,,,,Box_NY_0.020SBS_300_4.625-5-3.625
5AP227TY,Box Inspection,Box Inspection,Carton Style,,Open Top/Auto Bottom Tray,,,,Box_NY_0.020SBS_300_4.625-5-3.625
5AP227TY,Box Inspection,Box Inspection,Carton Material,,SBS,,,,Box_NY_0.020SBS_300_4.625-5-3.625
5AP229TY,TM102,Box Inspection,Caliper,in,,0.023,0.025,"FDA,3",Box_NY_0.024SBS_303_8.228-3.661-6.024
5AP229TY,Box Inspection,Box Inspection,Width,in,,3.62975,3.69225,"FDA,5",Box_NY_0.024SBS_303_8.228-3.661-6.024
5AP229TY,Box Inspection,Box Inspection,Height,in,,5.99275,6.05525,"FDA,5",Box_NY_0.024SBS_303_8.228-3.661-6.024
5AP229TY,Box Inspection,Box Inspection,Length,in,,8.19675,8.25925,"FDA,5",Box_NY_0.024SBS_303_8.228-3.661-6.024
5AP229TY,Box Inspection,Box Inspection,Carton Style,,A/B tray w/tear-off lid,,,,Box_NY_0.024SBS_303_8.228-3.661-6.024
5AP229TY,Box Inspection,Box Inspection,Artwork / Copy,in,Meets specifications,,,,Box_NY_0.024SBS_303_8.228-3.661-6.024
5AP229TY,Box Inspection,Box Inspection,Carton Material,,SBS,,,,Box_NY_0.024SBS_303_8.228-3.661-6.024
5AP308TY,Box Inspection,Box Inspection,Flange - Sides,in,,0.045,0.135,"FDA,3",Box_63A
5AP308TY,Box Inspection,Box Inspection,Flange - Top & Bottom,in,,0.045,0.135,"FDA,3",Box_63A
5AP308TY,Box Inspection,Box Inspection,Total Height,in,,2.899,2.963,"FDA,3",Box_63A
5AP308TY,Box Inspection,Box Inspection,Width,in,,6.093,6.157,"FDA,3",Box_63A
5AP308TY,Box Inspection,Box Inspection,Length,in,,7.156,7.22,"FDA,3",Box_63A
5AP308TY,Box Inspection,Box Inspection,Color,,Clear,,,,Box_63A
5AP308TY,COA,Certificate of Analysis,Certificate of Analysis,,CofA meets specifications,,,,Box_63A
5AP308TY,Box Inspection,Box Inspection,Appearance,,Meets specification,,,,Box_63A
5AP308TY,Box Inspection,Box Inspection,Odor,,None Detectable,,,,Box_63A
5AU25206,TM102,Box Inspection,Caliper,in,,0.017,0.019,"FDA,3",Box_NY_0.018SBS_100_101.6-44.45-101.6
5AU25206,Box Inspection,Box Inspection,Width,mm,,43.7,45.2,"FDA,1",Box_NY_0.018SBS_100_101.6-44.45-101.6
5AU25206,Box Inspection,Box Inspection,Height,mm,,100.8,102.4,"FDA,1",Box_NY_0.018SBS_100_101.6-44.45-101.6
5AU25206,Box Inspection,Box Inspection,Length,mm,,100.8,102.4,"FDA,1",Box_NY_0.018SBS_100_101.6-44.45-101.6
5AU25206,AQL,Box Inspection,AQL Sample Size,,,,,"FDA,0",Box_NY_0.018SBS_100_101.6-44.45-101.6
5AU25206,Box Inspection,Box Inspection,Artwork / Copy,in,Meets specifications,,,,Box_NY_0.018SBS_100_101.6-44.45-101.6
5AU25206,Box Inspection,Box Inspection,Carton Material,,SBS,,,,Box_NY_0.018SBS_100_101.6-44.45-101.6
5AU25206,Box Inspection,Box Inspection,Carton Style,,Tuck Top / Auto Bottom,,,,Box_NY_0.018SBS_100_101.6-44.45-101.6
5AU252IN,TM102,Box Inspection,Caliper,in,,0.019,0.021,"FDA,3",Box_NY_0.020TBC_123_4.09375-3.625-4.3125
5AU252IN,Box Inspection,Box Inspection,Width,in,,3.59375,3.65625,"FDA,5",Box_NY_0.020TBC_123_4.09375-3.625-4.3125
5AU252IN,Box Inspection,Box Inspection,Length,in,,4.0625,4.125,"FDA,5",Box_NY_0.020TBC_123_4.09375-3.625-4.3125
5AU252IN,Box Inspection,Box Inspection,Height,in,,4.28125,4.34375,"FDA,5",Box_NY_0.020TBC_123_4.09375-3.625-4.3125
5AU252IN,AQL,Box Inspection,AQL Sample Size,,,,,"FDA,0",Box_NY_0.020TBC_123_4.09375-3.625-4.3125
5AU252IN,Box Inspection,Box Inspection,Artwork / Copy,in,Does not meet specifications (OOS),,,,Box_NY_0.020TBC_123_4.09375-3.625-4.3125
5AU252IN,Box Inspection,Box Inspection,Carton Style,,RT,,,,Box_NY_0.020TBC_123_4.09375-3.625-4.3125
5AU252IN,Box Inspection,Box Inspection,Carton Material,,TBC,,,,Box_NY_0.020TBC_123_4.09375-3.625-4.3125
5AU252IN,COA,Certificate of Analysis,Certificate of Analysis,,,,,,Box_NY_0.020TBC_123_4.09375-3.625-4.3125
5AU31450,TM102,Box Inspection,Caliper,in,,0.019,0.021,"FDA,3",Box_NY_0.020SBS_169_6-3.125-5.9375
5AU31450,Box Inspection,Box Inspection,Width,in,,3.09375,3.15625,"FDA,5",Box_NY_0.020SBS_169_6-3.125-5.9375
5AU31450,Box Inspection,Box Inspection,Height,in,,5.90625,5.96875,"FDA,5",Box_NY_0.020SBS_169_6-3.125-5.9375
5AU31450,Box Inspection,Box Inspection,Length,in,,5.96875,6.03125,"FDA,5",Box_NY_0.020SBS_169_6-3.125-5.9375
5AU31450,Box Inspection,Box Inspection,Carton Style,,Dispenser,,,,Box_NY_0.020SBS_169_6-3.125-5.9375
5AU31450,Box Inspection,Box Inspection,Artwork / Copy,in,Meets specifications,,,,Box_NY_0.020SBS_169_6-3.125-5.9375
5AU31450,Box Inspection,Box Inspection,Carton Material,,SBS,,,,Box_NY_0.020SBS_169_6-3.125-5.9375
5AU44410,TM102,Box Inspection,Caliper,in,,0.015,0.017,"FDA,3",Box_NY_0.016SBS_124_2.9375-1.875-3.8125
5AU44410,Box Inspection,Box Inspection,Width,in,,1.84375,1.90625,"FDA,5",Box_NY_0.016SBS_124_2.9375-1.875-3.8125
5AU44410,Box Inspection,Box Inspection,Length,in,,2.90625,2.96875,"FDA,5",Box_NY_0.016SBS_124_2.9375-1.875-3.8125
5AU44410,Box Inspection,Box Inspection,Height,in,,3.78125,3.84375,"FDA,5",Box_NY_0.016SBS_124_2.9375-1.875-3.8125
5AU44410,Box Inspection,Box Inspection,Artwork / Copy,in,Meets specifications,,,,Box_NY_0.016SBS_124_2.9375-1.875-3.8125
5AU44410,Box Inspection,Box Inspection,Carton Material,,SBS,,,,Box_NY_0.016SBS_124_2.9375-1.875-3.8125
5AU44410,Box Inspection,Box Inspection,Carton Style,,"Straight Tuck End w/1"" glued double header",,,,Box_NY_0.016SBS_124_2.9375-1.875-3.8125
5AU57314,TM102,Box Inspection,Caliper,in,,0.015,0.017,"FDA,3",Box_NY_0.016CCSBS_100_3-2.5-4
5AU57314,Box Inspection,Box Inspection,Width,in,,2.46875,2.53125,"FDA,5",Box_NY_0.016CCSBS_100_3-2.5-4
5AU57314,Box Inspection,Box Inspection,Length,in,,2.96875,3.03125,"FDA,5",Box_NY_0.016CCSBS_100_3-2.5-4
5AU57314,Box Inspection,Box Inspection,Height,in,,3.96875,4.03125,"FDA,5",Box_NY_0.016CCSBS_100_3-2.5-4
5AU57314,AQL,Box Inspection,AQL Sample Size,,,,,"FDA,0",Box_NY_0.016CCSBS_100_3-2.5-4
5AU57314,Box Inspection,Box Inspection,Carton Material,,Clay Coated SBS,,,,Box_NY_0.016CCSBS_100_3-2.5-4
5AU57314,Box Inspection,Box Inspection,Artwork / Copy,in,Meets specifications,,,,Box_NY_0.016CCSBS_100_3-2.5-4
5AU57314,Box Inspection,Box Inspection,Carton Style,,Tuck Top / Auto Bottom,,,,Box_NY_0.016CCSBS_100_3-2.5-4
5BU19101,TM102,Box Inspection,Caliper,in,,0.019,0.021,"FDA,3",Box_NY_0.020SBS_129_5.75-3-3.875
5BU19101,Box Inspection,Box Inspection,Width,in,,2.96875,3.03125,"FDA,5",Box_NY_0.020SBS_129_5.75-3-3.875
5BU19101,Box Inspection,Box Inspection,Height,in,,3.84375,3.90625,"FDA,5",Box_NY_0.020SBS_129_5.75-3-3.875
5BU19101,Box Inspection,Box Inspection,Length,in,,5.71875,5.78125,"FDA,5",Box_NY_0.020SBS_129_5.75-3-3.875
5BU19101,Box Inspection,Box Inspection,Artwork / Copy,in,Meets specifications,,,,Box_NY_0.020SBS_129_5.75-3-3.875
5BU19101,Box Inspection,Box Inspection,Carton Material,,SBS,,,,Box_NY_0.020SBS_129_5.75-3-3.875
5BU19101,Box Inspection,Box Inspection,Carton Style,,Straight Tuck End French Style Dipsenser w/False Bottom,,,,Box_NY_0.020SBS_129_5.75-3-3.875
5BU26595,TM102,Box Inspection,Caliper,in,,0.023,0.025,"FDA,3",Box_NY_0.024SBS_102_4.390625-4.390625-12
5BU26595,Box Inspection,Box Inspection,Width,in,,4.359375,4.421875,"FDA,5",Box_NY_0.024SBS_102_4.390625-4.390625-12
5BU26595,Box Inspection,Box Inspection,Length,in,,4.359375,4.421875,"FDA,5",Box_NY_0.024SBS_102_4.390625-4.390625-12
5BU26595,Box Inspection,Box Inspection,Height,in,,11.96875,12.03125,"FDA,5",Box_NY_0.024SBS_102_4.390625-4.390625-12
5BU26595,Box Inspection,Box Inspection,Artwork / Copy,in,Meets specifications,,,,Box_NY_0.024SBS_102_4.390625-4.390625-12
5BU26595,Box Inspection,Box Inspection,Carton Material,,SBS,,,,Box_NY_0.024SBS_102_4.390625-4.390625-12
5BU26595,Box Inspection,Box Inspection,Carton Style,,Tuck Top / Auto Bottom Dispenser Box,,,,Box_NY_0.024SBS_102_4.390625-4.390625-12
5BU27500,TM102,Box Inspection,Caliper,in,,0.023,0.025,"FDA,3",Box_NY_0.024SBS_102_4.3906-4.3906-12
5BU27500,Box Inspection,Box Inspection,Length,in,,4.359375,4.421875,"FDA,5",Box_NY_0.024SBS_102_4.3906-4.3906-12
5BU27500,Box Inspection,Box Inspection,Width,in,,4.359375,4.421875,"FDA,5",Box_NY_0.024SBS_102_4.3906-4.3906-12
5BU27500,Box Inspection,Box Inspection,Height,in,,11.96875,12.03125,"FDA,5",Box_NY_0.024SBS_102_4.3906-4.3906-12
5BU27500,Box Inspection,Box Inspection,Artwork / Copy,in,Meets specifications,,,,Box_NY_0.024SBS_102_4.3906-4.3906-12
5BU27500,Box Inspection,Box Inspection,Carton Material,,SBS,,,,Box_NY_0.024SBS_102_4.3906-4.3906-12
5BU27500,Box Inspection,Box Inspection,Carton Style,,Tuck Top / Auto Bottom Dispenser Box,,,,Box_NY_0.024SBS_102_4.3906-4.3906-12
5BU37230,TM102,Box Inspection,Caliper,in,,0.017,0.019,"FDA,3",Box_NY_0.018SBS_101_3.8125-3.375-2.9375
5BU37230,Box Inspection,Box Inspection,Height,in,,2.90625,2.96875,"FDA,5",Box_NY_0.018SBS_101_3.8125-3.375-2.9375
5BU37230,Box Inspection,Box Inspection,Width,in,,3.34375,3.40625,"FDA,5",Box_NY_0.018SBS_101_3.8125-3.375-2.9375
5BU37230,Box Inspection,Box Inspection,Length,in,,3.78125,3.84375,"FDA,5",Box_NY_0.018SBS_101_3.8125-3.375-2.9375
5BU37230,AQL,Box Inspection,AQL Sample Size,,,,,"FDA,0",Box_NY_0.018SBS_101_3.8125-3.375-2.9375
5BU37230,Box Inspection,Box Inspection,Artwork / Copy,in,Meets specifications,,,,Box_NY_0.018SBS_101_3.8125-3.375-2.9375
5BU37230,Box Inspection,Box Inspection,Carton Material,,SBS,,,,Box_NY_0.018SBS_101_3.8125-3.375-2.9375
5BU37230,Box Inspection,Box Inspection,Carton Style,,Tuck Top / Auto Bottom - French Style,,,,Box_NY_0.018SBS_101_3.8125-3.375-2.9375
5BU55510,TM102,Box Inspection,Caliper,in,,0.015,0.017,"FDA,3",Box_NY_0.016BMPB_124_2.9375-1.875-3.8125
5BU55510,Box Inspection,Box Inspection,Width,in,,1.84375,1.90625,"FDA,5",Box_NY_0.016BMPB_124_2.9375-1.875-3.8125
5BU55510,Box Inspection,Box Inspection,Length,in,,2.90625,2.96875,"FDA,5",Box_NY_0.016BMPB_124_2.9375-1.875-3.8125
5BU55510,Box Inspection,Box Inspection,Height,in,,3.78125,3.84375,"FDA,5",Box_NY_0.016BMPB_124_2.9375-1.875-3.8125
